sample_name	target	off_target	off_target_cosine	off_target_rank	source
dec_CDK4_0175	CDK4	CDK7	0.1398		exact
dec_CDK4_0175	CDK4	CDK9	0.1433		exact
dec_CDK4_0177	CDK4	CDK1	0.2060	14	exact
dec_CDK4_0177	CDK4	CDK2	0.1684	18	exact
dec_CDK4_0177	CDK4	CDK7	0.1682		exact
dec_CDK4_0177	CDK4	CDK9	0.1365		exact
dec_CDK4_0180	CDK4	CDK1	0.2258	15	exact
dec_CDK4_0180	CDK4	CDK2	0.1787		exact
dec_CDK4_0180	CDK4	CDK7	0.1981		exact
dec_CDK4_0180	CDK4	CDK9	0.1653		exact
dec_CDK4_0183	CDK4	CDK1	0.2183	13	exact
dec_CDK4_0183	CDK4	CDK2	0.1584	35	exact
dec_CDK4_0183	CDK4	CDK7	0.1557		exact
dec_CDK4_0183	CDK4	CDK9	0.1533		exact
dec_CDK4_0188	CDK4	CDK1	0.1863	16	exact
dec_CDK4_0188	CDK4	CDK2	0.1238		exact
dec_CDK4_0188	CDK4	CDK7	0.1329		exact
dec_CDK4_0188	CDK4	CDK9	0.1039		exact
dec_CDK4_0193	CDK4	CDK1	0.2134	17	exact
dec_CDK4_0193	CDK4	CDK2	0.1591		exact
dec_CDK4_0193	CDK4	CDK7	0.1661		exact
dec_CDK4_0193	CDK4	CDK9	0.1682		exact
dec_CDK4_0194	CDK4	CDK1	0.1988	16	exact
dec_CDK4_0194	CDK4	CDK2	0.1216		exact
dec_CDK4_0194	CDK4	CDK7	0.1320		exact
dec_CDK4_0194	CDK4	CDK9	0.1169		exact
dec_CDK4_0196	CDK4	CDK1	0.1991	16	exact
dec_CDK4_0196	CDK4	CDK2	0.1811		exact
dec_CDK4_0196	CDK4	CDK7	0.1904		exact
dec_CDK4_0196	CDK4	CDK9	0.1214		exact
dec_CDK4_0200	CDK4	CDK1	0.2818	18	exact
dec_CDK4_0200	CDK4	CDK2	0.2629	16	exact
dec_CDK4_0200	CDK4	CDK7	0.1613		exact
dec_CDK4_0200	CDK4	CDK9	0.1751		exact
dec_CDK4_0203	CDK4	CDK1	0.2392	13	exact
dec_CDK4_0203	CDK4	CDK2	0.1886	17	exact
dec_CDK4_0203	CDK4	CDK7	0.2056		exact
dec_CDK4_0203	CDK4	CDK9	0.1858		exact
dec_CDK4_0204	CDK4	CDK1	0.2414	13	exact
dec_CDK4_0204	CDK4	CDK2	0.1848		exact
dec_CDK4_0204	CDK4	CDK7	0.1879		exact
dec_CDK4_0204	CDK4	CDK9	0.1243		exact
dec_CDK4_0205	CDK4	CDK1	0.2040	18	exact
dec_CDK4_0205	CDK4	CDK2	0.1380		exact
dec_CDK4_0205	CDK4	CDK7	0.1544		exact
dec_CDK4_0205	CDK4	CDK9	0.0923		exact
dec_CDK4_0206	CDK4	CDK1	0.2005	15	exact
dec_CDK4_0206	CDK4	CDK2	0.1250		exact
dec_CDK4_0206	CDK4	CDK7	0.1746		exact
dec_CDK4_0206	CDK4	CDK9	0.1158		exact
dec_CDK4_0212	CDK4	CDK1	0.1995	24	exact
dec_CDK4_0212	CDK4	CDK2	0.1596	16	exact
dec_CDK4_0212	CDK4	CDK7	0.1918		exact
dec_CDK4_0212	CDK4	CDK9	0.1605		exact
dec_CDK4_0213	CDK4	CDK1	0.2765	13	exact
dec_CDK4_0213	CDK4	CDK2	0.1897		exact
dec_CDK4_0213	CDK4	CDK7	0.2498	21	exact
dec_CDK4_0213	CDK4	CDK9	0.2278		exact
dec_CDK4_0214	CDK4	CDK1	0.2310	14	exact
dec_CDK4_0214	CDK4	CDK2	0.1562		exact
dec_CDK4_0214	CDK4	CDK7	0.1739		exact
dec_CDK4_0214	CDK4	CDK9	0.0933		exact
dec_CDK4_0215	CDK4	CDK1	0.2827	13	exact
dec_CDK4_0215	CDK4	CDK2	0.2098	18	exact
dec_CDK4_0215	CDK4	CDK7	0.2199		exact
dec_CDK4_0215	CDK4	CDK9	0.2808	14	exact
dec_CDK4_0217	CDK4	CDK1	0.2083	12	exact
dec_CDK4_0217	CDK4	CDK2	0.1213		exact
dec_CDK4_0217	CDK4	CDK7	0.1563		exact
dec_CDK4_0217	CDK4	CDK9	0.1096		exact
dec_CDK4_0218	CDK4	CDK1	0.2083	12	exact
dec_CDK4_0218	CDK4	CDK2	0.1213		exact
dec_CDK4_0218	CDK4	CDK7	0.1563		exact
dec_CDK4_0218	CDK4	CDK9	0.1096		exact
dec_CDK4_0219	CDK4	CDK1	0.1750	14	exact
dec_CDK4_0219	CDK4	CDK2	0.1588		exact
dec_CDK4_0219	CDK4	CDK7	0.1515		exact
dec_CDK4_0219	CDK4	CDK9	0.1056		exact
dec_CDK4_0220	CDK4	CDK1	0.1747		exact
dec_CDK4_0220	CDK4	CDK2	0.1263		exact
dec_CDK4_0220	CDK4	CDK7	0.1585		exact
dec_CDK4_0220	CDK4	CDK9	0.1138		exact
dec_CDK4_0221	CDK4	CDK1	0.1912	34	exact
dec_CDK4_0221	CDK4	CDK2	0.1467	37	exact
dec_CDK4_0221	CDK4	CDK7	0.1423		exact
dec_CDK4_0221	CDK4	CDK9	0.1236		exact
dec_CDK4_0222	CDK4	CDK1	0.1951	16	exact
dec_CDK4_0222	CDK4	CDK2	0.1083		exact
dec_CDK4_0222	CDK4	CDK7	0.1375		exact
dec_CDK4_0222	CDK4	CDK9	0.1171		exact
dec_CDK6_0229	CDK6	CDK1	0.2221	13	exact
dec_CDK6_0229	CDK6	CDK2	0.1708		exact
dec_CDK6_0229	CDK6	CDK7	0.1970		exact
dec_CDK6_0229	CDK6	CDK9	0.1643		exact
dec_CDK6_0231	CDK6	CDK1	0.2183	13	exact
dec_CDK6_0231	CDK6	CDK2	0.1584	35	exact
dec_CDK6_0231	CDK6	CDK7	0.1557		exact
dec_CDK6_0231	CDK6	CDK9	0.1533		exact
dec_CDK6_0234	CDK6	CDK1	0.2483	13	exact
dec_CDK6_0234	CDK6	CDK2	0.1816	17	exact
dec_CDK6_0234	CDK6	CDK7	0.2267		exact
dec_CDK6_0234	CDK6	CDK9	0.2290	28	exact
dec_CDK6_0235	CDK6	CDK1	0.2711	13	exact
dec_CDK6_0235	CDK6	CDK2	0.1966		exact
dec_CDK6_0235	CDK6	CDK7	0.2471	21	exact
dec_CDK6_0235	CDK6	CDK9	0.2261		exact
dec_CDK6_0238	CDK6	CDK1	0.2698	13	exact
dec_CDK6_0238	CDK6	CDK2	0.2020	22	exact
dec_CDK6_0238	CDK6	CDK7	0.2397		exact
dec_CDK6_0238	CDK6	CDK9	0.2189		exact
dec_CDK6_0239	CDK6	CDK1	0.2140	17	exact
dec_CDK6_0239	CDK6	CDK2	0.1700		exact
dec_CDK6_0239	CDK6	CDK7	0.1768		exact
dec_CDK6_0239	CDK6	CDK9	0.1140		exact
dec_CDK6_0240	CDK6	CDK1	0.2765	13	exact
dec_CDK6_0240	CDK6	CDK2	0.1897		exact
dec_CDK6_0240	CDK6	CDK7	0.2498	21	exact
dec_CDK6_0240	CDK6	CDK9	0.2278		exact
dec_CDK6_0243	CDK6	CDK1	0.1599	18	exact
dec_CDK6_0243	CDK6	CDK2	0.1073		exact
dec_CDK6_0243	CDK6	CDK7	0.1507		exact
dec_CDK6_0243	CDK6	CDK9	0.1513		exact
dec_CDK6_0244	CDK6	CDK1	0.1905	15	exact
dec_CDK6_0244	CDK6	CDK2	0.1265		exact
dec_CDK6_0244	CDK6	CDK7	0.1508		exact
dec_CDK6_0244	CDK6	CDK9	0.1024		exact
dec_CDK6_0246	CDK6	CDK1	0.1988	16	exact
dec_CDK6_0246	CDK6	CDK2	0.1216		exact
dec_CDK6_0246	CDK6	CDK7	0.1320		exact
dec_CDK6_0246	CDK6	CDK9	0.1169		exact
dec_CDK6_0250	CDK6	CDK1	0.1674	19	exact
dec_CDK6_0250	CDK6	CDK2	0.1530		exact
dec_CDK6_0250	CDK6	CDK7	0.1655		exact
dec_CDK6_0250	CDK6	CDK9	0.1138		exact
dec_CDK6_0252	CDK6	CDK1	0.2029	18	exact
dec_CDK6_0252	CDK6	CDK2	0.1635		exact
dec_CDK6_0252	CDK6	CDK7	0.1682		exact
dec_CDK6_0252	CDK6	CDK9	0.1488		exact
dec_CDK6_0253	CDK6	CDK1	0.2504	16	exact
dec_CDK6_0253	CDK6	CDK2	0.1889	17	exact
dec_CDK6_0253	CDK6	CDK7	0.2371		exact
dec_CDK6_0253	CDK6	CDK9	0.2881	10	exact
dec_CDK6_0254	CDK6	CDK1	0.2058	15	exact
dec_CDK6_0254	CDK6	CDK2	0.1448		exact
dec_CDK6_0254	CDK6	CDK7	0.1669		exact
dec_CDK6_0254	CDK6	CDK9	0.1205		exact
dec_CDK6_0255	CDK6	CDK1	0.1788	20	exact
dec_CDK6_0255	CDK6	CDK2	0.1052		exact
dec_CDK6_0255	CDK6	CDK7	0.1353		exact
dec_CDK6_0255	CDK6	CDK9	0.1242		exact
dec_CDK6_0259	CDK6	CDK1	0.2032	17	exact
dec_CDK6_0259	CDK6	CDK2	0.1551		exact
dec_CDK6_0259	CDK6	CDK7	0.1649		exact
dec_CDK6_0259	CDK6	CDK9	0.1212		exact
dec_CDK6_0261	CDK6	CDK1	0.1856	34	exact
dec_CDK6_0261	CDK6	CDK2	0.1381		exact
dec_CDK6_0261	CDK6	CDK7	0.1288		exact
dec_CDK6_0261	CDK6	CDK9	0.1280		exact
dec_CDK6_0262	CDK6	CDK1	0.2117	14	exact
dec_CDK6_0262	CDK6	CDK2	0.1613		exact
dec_CDK6_0262	CDK6	CDK7	0.1656		exact
dec_CDK6_0262	CDK6	CDK9	0.1498		exact
dec_CDK6_0263	CDK6	CDK1	0.1888	39	exact
dec_CDK6_0263	CDK6	CDK2	0.1397		exact
dec_CDK6_0263	CDK6	CDK7	0.1463		exact
dec_CDK6_0263	CDK6	CDK9	0.1101		exact
dec_CDK6_0267	CDK6	CDK1	0.2654	12	exact
dec_CDK6_0267	CDK6	CDK2	0.1866		exact
dec_CDK6_0267	CDK6	CDK7	0.2493	19	exact
dec_CDK6_0267	CDK6	CDK9	0.2360		exact
dec_CDK6_0268	CDK6	CDK1	0.1800		exact
dec_CDK6_0268	CDK6	CDK2	0.1431		exact
dec_CDK6_0268	CDK6	CDK7	0.1484		exact
dec_CDK6_0268	CDK6	CDK9	0.1073		exact
dec_CDK6_0269	CDK6	CDK1	0.2060	16	exact
dec_CDK6_0269	CDK6	CDK2	0.1622		exact
dec_CDK6_0269	CDK6	CDK7	0.1596		exact
dec_CDK6_0269	CDK6	CDK9	0.1164		exact
dec_CDK6_0270	CDK6	CDK1	0.2258	12	exact
dec_CDK6_0270	CDK6	CDK2	0.1785	16	exact
dec_CDK6_0270	CDK6	CDK7	0.1869		exact
dec_CDK6_0270	CDK6	CDK9	0.1762		exact
dec_CDK6_0271	CDK6	CDK1	0.2715	13	exact
dec_CDK6_0271	CDK6	CDK2	0.1827		exact
dec_CDK6_0271	CDK6	CDK7	0.2354	23	exact
dec_CDK6_0271	CDK6	CDK9	0.2464	20	exact
dec_CDK6_0273	CDK6	CDK1	0.2414	12	exact
dec_CDK6_0273	CDK6	CDK2	0.1819		exact
dec_CDK6_0273	CDK6	CDK7	0.1798		exact
dec_CDK6_0273	CDK6	CDK9	0.1105		exact
dec_CDK6_0274	CDK6	CDK1	0.2048	16	exact
dec_CDK6_0274	CDK6	CDK2	0.1241		exact
dec_CDK6_0274	CDK6	CDK7	0.1421		exact
dec_CDK6_0274	CDK6	CDK9	0.0970		exact
dec_CDK6_0277	CDK6	CDK1	0.2400	13	exact
dec_CDK6_0277	CDK6	CDK2	0.1741		exact
dec_CDK6_0277	CDK6	CDK7	0.2123		exact
dec_CDK6_0277	CDK6	CDK9	0.2237	20	exact
dec_CDK6_0278	CDK6	CDK1	0.1913	15	exact
dec_CDK6_0278	CDK6	CDK2	0.1261		exact
dec_CDK6_0278	CDK6	CDK7	0.1592		exact
dec_CDK6_0278	CDK6	CDK9	0.1211		exact
dec_CDK6_0282	CDK6	CDK1	0.1944	18	exact
dec_CDK6_0282	CDK6	CDK2	0.1180		exact
dec_CDK6_0282	CDK6	CDK7	0.1428		exact
dec_CDK6_0282	CDK6	CDK9	0.1236		exact
dec_CDK6_0283	CDK6	CDK1	0.2345	12	exact
dec_CDK6_0283	CDK6	CDK2	0.1720		exact
dec_CDK6_0283	CDK6	CDK7	0.1799		exact
dec_CDK6_0283	CDK6	CDK9	0.1053		exact
dec_CDK6_0284	CDK6	CDK1	0.2747	15	exact
dec_CDK6_0284	CDK6	CDK2	0.1904	23	exact
dec_CDK6_0284	CDK6	CDK7	0.2393	21	exact
dec_CDK6_0284	CDK6	CDK9	0.2320		exact
dec_CDK6_0285	CDK6	CDK1	0.1847	36	exact
dec_CDK6_0285	CDK6	CDK2	0.1382	41	exact
dec_CDK6_0285	CDK6	CDK7	0.1475		exact
dec_CDK6_0285	CDK6	CDK9	0.1168		exact
dec_CDK6_0286	CDK6	CDK1	0.1765	16	exact
dec_CDK6_0286	CDK6	CDK2	0.1004		exact
dec_CDK6_0286	CDK6	CDK7	0.1293		exact
dec_CDK6_0286	CDK6	CDK9	0.1437		exact
dec_EGFR_0294	EGFR	KCNH2			missing
dec_EGFR_0294	EGFR	ERBB2	0.3226	5	exact
dec_EGFR_0294	EGFR	ERBB4	0.3139	6	exact
dec_EGFR_0295	EGFR	KCNH2			missing
dec_EGFR_0295	EGFR	ERBB2	0.2990	7	exact
dec_EGFR_0295	EGFR	ERBB4	0.2866	14	exact
dec_EGFR_0297	EGFR	KCNH2			missing
dec_EGFR_0297	EGFR	ERBB2	0.3109	3	exact
dec_EGFR_0297	EGFR	ERBB4	0.3083	4	exact
dec_EGFR_0299	EGFR	KCNH2			missing
dec_EGFR_0299	EGFR	ERBB2	0.2779	54	exact
dec_EGFR_0299	EGFR	ERBB4	0.2838	8	exact
dec_EGFR_0300	EGFR	KCNH2			missing
dec_EGFR_0300	EGFR	ERBB2	0.2743	5	exact
dec_EGFR_0300	EGFR	ERBB4	0.2684	7	exact
dec_EGFR_0302	EGFR	KCNH2			missing
dec_EGFR_0302	EGFR	ERBB2	0.2927	75	exact
dec_EGFR_0302	EGFR	ERBB4	0.2655	80	exact
dec_EGFR_0303	EGFR	KCNH2			missing
dec_EGFR_0303	EGFR	ERBB2	0.2758	36	exact
dec_EGFR_0303	EGFR	ERBB4	0.2541	72	exact
dec_EGFR_0306	EGFR	KCNH2			missing
dec_EGFR_0306	EGFR	ERBB2	0.2717	60	exact
dec_EGFR_0306	EGFR	ERBB4	0.2623	50	exact
dec_EGFR_0307	EGFR	KCNH2			missing
dec_EGFR_0307	EGFR	ERBB2	0.2882	5	exact
dec_EGFR_0307	EGFR	ERBB4	0.2882	4	exact
dec_EGFR_0311	EGFR	KCNH2			missing
dec_EGFR_0311	EGFR	ERBB2	0.2671	49	exact
dec_EGFR_0311	EGFR	ERBB4	0.2502	70	exact
dec_EGFR_0312	EGFR	KCNH2			missing
dec_EGFR_0312	EGFR	ERBB2	0.2688	6	exact
dec_EGFR_0312	EGFR	ERBB4	0.2577	8	exact
dec_EGFR_0313	EGFR	KCNH2			missing
dec_EGFR_0313	EGFR	ERBB2	0.2660	7	exact
dec_EGFR_0313	EGFR	ERBB4	0.2937	1	exact
dec_EGFR_0314	EGFR	KCNH2			missing
dec_EGFR_0314	EGFR	ERBB2	0.2696	79	exact
dec_EGFR_0314	EGFR	ERBB4	0.2602	85	exact
dec_EGFR_0315	EGFR	KCNH2			missing
dec_EGFR_0315	EGFR	ERBB2	0.2491	78	exact
dec_EGFR_0315	EGFR	ERBB4	0.2423	79	exact
dec_EGFR_0316	EGFR	KCNH2			missing
dec_EGFR_0316	EGFR	ERBB2	0.2593	42	exact
dec_EGFR_0316	EGFR	ERBB4	0.2452	45	exact
dec_EGFR_0317	EGFR	KCNH2			missing
dec_EGFR_0317	EGFR	ERBB2	0.2604	45	exact
dec_EGFR_0317	EGFR	ERBB4	0.2426	71	exact
dec_EGFR_0320	EGFR	KCNH2			missing
dec_EGFR_0320	EGFR	ERBB2	0.2646	20	exact
dec_EGFR_0320	EGFR	ERBB4	0.2669	7	exact
dec_EGFR_0321	EGFR	KCNH2			missing
dec_EGFR_0321	EGFR	ERBB2	0.2608	46	exact
dec_EGFR_0321	EGFR	ERBB4	0.2514	34	exact
dec_EGFR_0323	EGFR	KCNH2			missing
dec_EGFR_0323	EGFR	ERBB2	0.2593	44	exact
dec_EGFR_0323	EGFR	ERBB4	0.2421	71	exact
dec_EGFR_0324	EGFR	KCNH2			missing
dec_EGFR_0324	EGFR	ERBB2	0.2754	5	exact
dec_EGFR_0324	EGFR	ERBB4	0.2927	2	exact
dec_EGFR_0325	EGFR	KCNH2			missing
dec_EGFR_0325	EGFR	ERBB2	0.2584	70	exact
dec_EGFR_0325	EGFR	ERBB4	0.2447	71	exact
dec_EGFR_0326	EGFR	KCNH2			missing
dec_EGFR_0326	EGFR	ERBB2	0.2653	10	exact
dec_EGFR_0326	EGFR	ERBB4	0.2559	27	exact
dec_EGFR_0328	EGFR	KCNH2			missing
dec_EGFR_0328	EGFR	ERBB2	0.2746	12	exact
dec_EGFR_0328	EGFR	ERBB4	0.2686	35	exact
dec_EGFR_0329	EGFR	KCNH2			missing
dec_EGFR_0329	EGFR	ERBB2	0.2627	42	exact
dec_EGFR_0329	EGFR	ERBB4	0.2431	71	exact
dec_EGFR_0331	EGFR	KCNH2			missing
dec_EGFR_0331	EGFR	ERBB2	0.2615	81	exact
dec_EGFR_0331	EGFR	ERBB4	0.2585	71	exact
dec_EGFR_0332	EGFR	KCNH2			missing
dec_EGFR_0332	EGFR	ERBB2	0.2505	7	exact
dec_EGFR_0332	EGFR	ERBB4	0.2814	1	exact
dec_EGFR_0333	EGFR	KCNH2			missing
dec_EGFR_0333	EGFR	ERBB2	0.2693	21	exact
dec_EGFR_0333	EGFR	ERBB4	0.2607	67	exact
dec_EGFR_0337	EGFR	KCNH2			missing
dec_EGFR_0337	EGFR	ERBB2	0.2628	18	exact
dec_EGFR_0337	EGFR	ERBB4	0.2377	47	exact
dec_EGFR_0338	EGFR	KCNH2			missing
dec_EGFR_0338	EGFR	ERBB2	0.2597	8	exact
dec_EGFR_0338	EGFR	ERBB4	0.2737	2	exact
dec_EGFR_0340	EGFR	KCNH2			missing
dec_EGFR_0340	EGFR	ERBB2	0.2554	80	exact
dec_EGFR_0340	EGFR	ERBB4	0.2556	79	exact
dec_EGFR_0341	EGFR	KCNH2			missing
dec_EGFR_0341	EGFR	ERBB2	0.2624	9	exact
dec_EGFR_0341	EGFR	ERBB4	0.2717	3	exact
dec_EGFR_0342	EGFR	KCNH2			missing
dec_EGFR_0342	EGFR	ERBB2	0.2471	33	exact
dec_EGFR_0342	EGFR	ERBB4	0.2370	32	exact
dec_EGFR_0343	EGFR	KCNH2			missing
dec_EGFR_0343	EGFR	ERBB2	0.2571	7	exact
dec_EGFR_0343	EGFR	ERBB4	0.2715	2	exact
dec_EGFR_0344	EGFR	KCNH2			missing
dec_EGFR_0344	EGFR	ERBB2	0.2386	79	exact
dec_EGFR_0344	EGFR	ERBB4	0.2455	78	exact
dec_EGFR_0345	EGFR	KCNH2			missing
dec_EGFR_0345	EGFR	ERBB2	0.2790	6	exact
dec_EGFR_0345	EGFR	ERBB4	0.2865	2	exact
dec_EGFR_0346	EGFR	KCNH2			missing
dec_EGFR_0346	EGFR	ERBB2	0.2871	5	exact
dec_EGFR_0346	EGFR	ERBB4	0.2839	6	exact
dec_EGFR_0347	EGFR	KCNH2			missing
dec_EGFR_0347	EGFR	ERBB2	0.2526	78	exact
dec_EGFR_0347	EGFR	ERBB4	0.2680	1	exact
dec_EGFR_0348	EGFR	KCNH2			missing
dec_EGFR_0348	EGFR	ERBB2	0.2571	7	exact
dec_EGFR_0348	EGFR	ERBB4	0.2512	6	exact
dec_EGFR_0349	EGFR	KCNH2			missing
dec_EGFR_0349	EGFR	ERBB2	0.2635	7	exact
dec_EGFR_0349	EGFR	ERBB4	0.2533	8	exact
dec_EGFR_0350	EGFR	KCNH2			missing
dec_EGFR_0350	EGFR	ERBB2	0.2704	3	exact
dec_EGFR_0350	EGFR	ERBB4	0.2610	8	exact
dec_EGFR_0358	EGFR	KCNH2			missing
dec_EGFR_0358	EGFR	ERBB2	0.2363	80	exact
dec_EGFR_0358	EGFR	ERBB4	0.2658	3	exact
dec_EGFR_0359	EGFR	KCNH2			missing
dec_EGFR_0359	EGFR	ERBB2	0.2567	5	exact
dec_EGFR_0359	EGFR	ERBB4	0.2866	1	exact
dec_EGFR_0361	EGFR	KCNH2			missing
dec_EGFR_0361	EGFR	ERBB2	0.2389	26	exact
dec_EGFR_0361	EGFR	ERBB4	0.2193	49	exact
dec_EGFR_0363	EGFR	KCNH2			missing
dec_EGFR_0363	EGFR	ERBB2	0.2495	79	exact
dec_EGFR_0363	EGFR	ERBB4	0.2315	80	exact
dec_EGFR_0370	EGFR	KCNH2			missing
dec_EGFR_0370	EGFR	ERBB2	0.2422	9	exact
dec_EGFR_0370	EGFR	ERBB4	0.2536	3	exact
dec_EGFR_0371	EGFR	KCNH2			missing
dec_EGFR_0371	EGFR	ERBB2	0.2272		exact
dec_EGFR_0371	EGFR	ERBB4	0.2568	5	exact
dec_EGFR_0373	EGFR	KCNH2			missing
dec_EGFR_0373	EGFR	ERBB2	0.2576	5	exact
dec_EGFR_0373	EGFR	ERBB4	0.2668	3	exact
dec_EGFR_0375	EGFR	KCNH2			missing
dec_EGFR_0375	EGFR	ERBB2	0.2491	9	exact
dec_EGFR_0375	EGFR	ERBB4	0.2341	79	exact
dec_EGFR_0376	EGFR	KCNH2			missing
dec_EGFR_0376	EGFR	ERBB2	0.2299	79	exact
dec_EGFR_0376	EGFR	ERBB4	0.2389	77	exact
dec_EGFR_0378	EGFR	KCNH2			missing
dec_EGFR_0378	EGFR	ERBB2	0.2576	5	exact
dec_EGFR_0378	EGFR	ERBB4	0.2668	3	exact
dec_EGFR_0380	EGFR	KCNH2			missing
dec_EGFR_0380	EGFR	ERBB2	0.2491	9	exact
dec_EGFR_0380	EGFR	ERBB4	0.2341	79	exact
dec_F11_0387	F11	F2	0.0328		exact
dec_F11_0387	F11	F10	0.0265		exact
dec_F11_0387	F11	F9	0.0823		exact
dec_F11_0387	F11	F7	0.0505		exact
dec_F11_0387	F11	KLKB1	0.2170	41	exact
dec_F11_0387	F11	PLAU	0.1156		exact
dec_F11_0387	F11	ST14	0.0524		exact
dec_F11_0387	F11	PRSS1	0.0216		exact
dec_F11_0388	F11	F2	0.0245		exact
dec_F11_0388	F11	F10	0.0244		exact
dec_F11_0388	F11	F9	0.0807		exact
dec_F11_0388	F11	F7	0.0446		exact
dec_F11_0388	F11	KLKB1	0.2312	41	exact
dec_F11_0388	F11	PLAU	0.0950		exact
dec_F11_0388	F11	ST14	0.0358		exact
dec_F11_0388	F11	PRSS1	0.0325		exact
dec_F11_0389	F11	F2	0.0294		exact
dec_F11_0389	F11	F10	0.0355		exact
dec_F11_0389	F11	F9	0.1157		exact
dec_F11_0389	F11	F7	0.0773		exact
dec_F11_0389	F11	KLKB1	0.2265	41	exact
dec_F11_0389	F11	PLAU	0.1069		exact
dec_F11_0389	F11	ST14	0.0677		exact
dec_F11_0389	F11	PRSS1	0.0195		exact
dec_F11_0390	F11	F2	0.0238		exact
dec_F11_0390	F11	F10	0.0554		exact
dec_F11_0390	F11	F9	0.1105		exact
dec_F11_0390	F11	F7	0.0772		exact
dec_F11_0390	F11	KLKB1	0.2254	58	exact
dec_F11_0390	F11	PLAU	0.1339		exact
dec_F11_0390	F11	ST14	0.0785		exact
dec_F11_0390	F11	PRSS1	0.0174		exact
dec_F11_0391	F11	F2	0.1282		exact
dec_F11_0391	F11	F10	0.1423		exact
dec_F11_0391	F11	F9	0.0887		exact
dec_F11_0391	F11	F7	0.1319		exact
dec_F11_0391	F11	KLKB1	0.3054	41	exact
dec_F11_0391	F11	PLAU	0.1853	85	exact
dec_F11_0391	F11	ST14	0.1128		exact
dec_F11_0391	F11	PRSS1	0.1064	69	exact
dec_F11_0392	F11	F2	0.0241		exact
dec_F11_0392	F11	F10	0.0469		exact
dec_F11_0392	F11	F9	0.0976		exact
dec_F11_0392	F11	F7	0.0702		exact
dec_F11_0392	F11	KLKB1	0.2110	39	exact
dec_F11_0392	F11	PLAU	0.1059		exact
dec_F11_0392	F11	ST14	0.0598		exact
dec_F11_0392	F11	PRSS1	0.0143		exact
dec_F11_0393	F11	F2	0.0089		exact
dec_F11_0393	F11	F10	0.0205		exact
dec_F11_0393	F11	F9	0.0951		exact
dec_F11_0393	F11	F7	0.0627		exact
dec_F11_0393	F11	KLKB1	0.2139	41	exact
dec_F11_0393	F11	PLAU	0.0923		exact
dec_F11_0393	F11	ST14	0.0316		exact
dec_F11_0393	F11	PRSS1	-0.0025		exact
dec_F11_0394	F11	F2	0.1364		exact
dec_F11_0394	F11	F10	0.1808		exact
dec_F11_0394	F11	F9	0.0839		exact
dec_F11_0394	F11	F7	0.1284		exact
dec_F11_0394	F11	KLKB1	0.3269	41	exact
dec_F11_0394	F11	PLAU	0.1752		exact
dec_F11_0394	F11	ST14	0.1049		exact
dec_F11_0394	F11	PRSS1	0.1427		exact
dec_F11_0397	F11	F2	0.0990		exact
dec_F11_0397	F11	F10	0.0964		exact
dec_F11_0397	F11	F9	0.0997		exact
dec_F11_0397	F11	F7	0.1544	113	exact
dec_F11_0397	F11	KLKB1	0.2990	66	exact
dec_F11_0397	F11	PLAU	0.1630	109	exact
dec_F11_0397	F11	ST14	0.1369		exact
dec_F11_0397	F11	PRSS1	0.1399	67	exact
dec_F11_0399	F11	F2	0.1350		exact
dec_F11_0399	F11	F10	0.1789	69	exact
dec_F11_0399	F11	F9	0.1083		exact
dec_F11_0399	F11	F7	0.1545		exact
dec_F11_0399	F11	KLKB1	0.2753	41	exact
dec_F11_0399	F11	PLAU	0.1693		exact
dec_F11_0399	F11	ST14	0.1306		exact
dec_F11_0399	F11	PRSS1	0.1481	75	exact
dec_F11_0400	F11	F2	0.0242		exact
dec_F11_0400	F11	F10	0.0676		exact
dec_F11_0400	F11	F9	0.1262		exact
dec_F11_0400	F11	F7	0.0856		exact
dec_F11_0400	F11	KLKB1	0.1801	42	exact
dec_F11_0400	F11	PLAU	0.1170		exact
dec_F11_0400	F11	ST14	0.0470		exact
dec_F11_0400	F11	PRSS1	0.0479		exact
dec_F11_0401	F11	F2	0.1053		exact
dec_F11_0401	F11	F10	0.1289		exact
dec_F11_0401	F11	F9	0.0817		exact
dec_F11_0401	F11	F7	0.1559		exact
dec_F11_0401	F11	KLKB1	0.3005	41	exact
dec_F11_0401	F11	PLAU	0.1271		exact
dec_F11_0401	F11	ST14	0.0599		exact
dec_F11_0401	F11	PRSS1	0.0224		exact
dec_F11_0402	F11	F2	0.1191		exact
dec_F11_0402	F11	F10	0.1467		exact
dec_F11_0402	F11	F9	0.0780		exact
dec_F11_0402	F11	F7	0.1398		exact
dec_F11_0402	F11	KLKB1	0.3136	48	exact
dec_F11_0402	F11	PLAU	0.1465		exact
dec_F11_0402	F11	ST14	0.0799		exact
dec_F11_0402	F11	PRSS1	0.0499	95	exact
dec_F11_0403	F11	F2	0.0297		exact
dec_F11_0403	F11	F10	0.0781		exact
dec_F11_0403	F11	F9	0.1307		exact
dec_F11_0403	F11	F7	0.1144		exact
dec_F11_0403	F11	KLKB1	0.2651	41	exact
dec_F11_0403	F11	PLAU	0.1223		exact
dec_F11_0403	F11	ST14	0.0741		exact
dec_F11_0403	F11	PRSS1	0.0294		exact
dec_F11_0404	F11	F2	0.0877		exact
dec_F11_0404	F11	F10	0.1394		exact
dec_F11_0404	F11	F9	0.1166		exact
dec_F11_0404	F11	F7	0.1114		exact
