sample_name	target	off_target	off_target_cosine	off_target_rank	source
dec_FLT3_0502	FLT3	FLT4	0.0459		exact
dec_FLT3_0503	FLT3	KCNH2			missing
dec_FLT3_0503	FLT3	KIT	0.1751		exact
dec_FLT3_0503	FLT3	PDGFRA	0.1993		exact
dec_FLT3_0503	FLT3	PDGFRB	0.1406		exact
dec_FLT3_0503	FLT3	KDR	0.0850		exact
dec_FLT3_0503	FLT3	FLT1	0.0810		exact
dec_FLT3_0503	FLT3	FLT4	0.0141		exact
dec_FLT3_0504	FLT3	KCNH2			missing
dec_FLT3_0504	FLT3	KIT	0.2315	9	exact
dec_FLT3_0504	FLT3	PDGFRA	0.1907		exact
dec_FLT3_0504	FLT3	PDGFRB	0.1626		exact
dec_FLT3_0504	FLT3	KDR	0.2096	6	exact
dec_FLT3_0504	FLT3	FLT1	0.2181	10	exact
dec_FLT3_0504	FLT3	FLT4	0.2925	2	exact
dec_FLT3_0505	FLT3	KCNH2			missing
dec_FLT3_0505	FLT3	KIT	0.1737		exact
dec_FLT3_0505	FLT3	PDGFRA	0.1685		exact
dec_FLT3_0505	FLT3	PDGFRB	0.1025		exact
dec_FLT3_0505	FLT3	KDR	0.0925		exact
dec_FLT3_0505	FLT3	FLT1	0.0953		exact
dec_FLT3_0505	FLT3	FLT4	0.0686		exact
dec_FLT3_0506	FLT3	KCNH2			missing
dec_FLT3_0506	FLT3	KIT	0.1682		exact
dec_FLT3_0506	FLT3	PDGFRA	0.1665		exact
dec_FLT3_0506	FLT3	PDGFRB	0.0758		exact
dec_FLT3_0506	FLT3	KDR	0.0743		exact
dec_FLT3_0506	FLT3	FLT1	0.0854		exact
dec_FLT3_0506	FLT3	FLT4	0.0259		exact
dec_FLT3_0507	FLT3	KCNH2			missing
dec_FLT3_0507	FLT3	KIT	0.2389	6	exact
dec_FLT3_0507	FLT3	PDGFRA	0.2482	3	exact
dec_FLT3_0507	FLT3	PDGFRB	0.2188	18	exact
dec_FLT3_0507	FLT3	KDR	0.1956	4	exact
dec_FLT3_0507	FLT3	FLT1	0.2086		exact
dec_FLT3_0507	FLT3	FLT4	0.2026		exact
dec_FLT3_0508	FLT3	KCNH2			missing
dec_FLT3_0508	FLT3	KIT	0.2270	6	exact
dec_FLT3_0508	FLT3	PDGFRA	0.1961		exact
dec_FLT3_0508	FLT3	PDGFRB	0.1874		exact
dec_FLT3_0508	FLT3	KDR	0.1765	14	exact
dec_FLT3_0508	FLT3	FLT1	0.1710		exact
dec_FLT3_0508	FLT3	FLT4	0.2045	18	exact
dec_FLT3_0509	FLT3	KCNH2			missing
dec_FLT3_0509	FLT3	KIT	0.1759		exact
dec_FLT3_0509	FLT3	PDGFRA	0.1729		exact
dec_FLT3_0509	FLT3	PDGFRB	0.1259		exact
dec_FLT3_0509	FLT3	KDR	0.1145		exact
dec_FLT3_0509	FLT3	FLT1	0.0825		exact
dec_FLT3_0509	FLT3	FLT4	0.0452		exact
dec_FLT3_0510	FLT3	KCNH2			missing
dec_FLT3_0510	FLT3	KIT	0.1595		exact
dec_FLT3_0510	FLT3	PDGFRA	0.1773		exact
dec_FLT3_0510	FLT3	PDGFRB	0.0918		exact
dec_FLT3_0510	FLT3	KDR	0.0999		exact
dec_FLT3_0510	FLT3	FLT1	0.0524		exact
dec_FLT3_0510	FLT3	FLT4	0.0289		exact
dec_FLT3_0511	FLT3	KCNH2			missing
dec_FLT3_0511	FLT3	KIT	0.2245	58	exact
dec_FLT3_0511	FLT3	PDGFRA	0.2218		exact
dec_FLT3_0511	FLT3	PDGFRB	0.1890		exact
dec_FLT3_0511	FLT3	KDR	0.1878	3	exact
dec_FLT3_0511	FLT3	FLT1	0.1737		exact
dec_FLT3_0511	FLT3	FLT4	0.2040		exact
dec_FLT3_0512	FLT3	KCNH2			missing
dec_FLT3_0512	FLT3	KIT	0.2174	18	exact
dec_FLT3_0512	FLT3	PDGFRA	0.1969		exact
dec_FLT3_0512	FLT3	PDGFRB	0.1956		exact
dec_FLT3_0512	FLT3	KDR	0.2627	5	exact
dec_FLT3_0512	FLT3	FLT1	0.2194	19	exact
dec_FLT3_0512	FLT3	FLT4	0.2102		exact
dec_FLT3_0513	FLT3	KCNH2			missing
dec_FLT3_0513	FLT3	KIT	0.2424	4	exact
dec_FLT3_0513	FLT3	PDGFRA	0.2438	3	exact
dec_FLT3_0513	FLT3	PDGFRB	0.1916	15	exact
dec_FLT3_0513	FLT3	KDR	0.1481		exact
dec_FLT3_0513	FLT3	FLT1	0.1190		exact
dec_FLT3_0513	FLT3	FLT4	0.1065		exact
dec_FLT3_0514	FLT3	KCNH2			missing
dec_FLT3_0514	FLT3	KIT	0.1711		exact
dec_FLT3_0514	FLT3	PDGFRA	0.2297	5	exact
dec_FLT3_0514	FLT3	PDGFRB	0.2131		exact
dec_FLT3_0514	FLT3	KDR	0.1647	3	exact
dec_FLT3_0514	FLT3	FLT1	0.1076		exact
dec_FLT3_0514	FLT3	FLT4	0.1129		exact
dec_FLT3_0515	FLT3	KCNH2			missing
dec_FLT3_0515	FLT3	KIT	0.1880		exact
dec_FLT3_0515	FLT3	PDGFRA	0.1864		exact
dec_FLT3_0515	FLT3	PDGFRB	0.1486		exact
dec_FLT3_0515	FLT3	KDR	0.1792		exact
dec_FLT3_0515	FLT3	FLT1	0.1673		exact
dec_FLT3_0515	FLT3	FLT4	0.1246		exact
dec_FLT3_0516	FLT3	KCNH2			missing
dec_FLT3_0516	FLT3	KIT	0.1530		exact
dec_FLT3_0516	FLT3	PDGFRA	0.1608		exact
dec_FLT3_0516	FLT3	PDGFRB	0.1135		exact
dec_FLT3_0516	FLT3	KDR	0.1002		exact
dec_FLT3_0516	FLT3	FLT1	0.0684		exact
dec_FLT3_0516	FLT3	FLT4	0.0541		exact
dec_FLT3_0517	FLT3	KCNH2			missing
dec_FLT3_0517	FLT3	KIT	0.1530		exact
dec_FLT3_0517	FLT3	PDGFRA	0.1467		exact
dec_FLT3_0517	FLT3	PDGFRB	0.0829		exact
dec_FLT3_0517	FLT3	KDR	0.1138		exact
dec_FLT3_0517	FLT3	FLT1	0.0720		exact
dec_FLT3_0517	FLT3	FLT4	0.0766		exact
dec_FLT3_0518	FLT3	KCNH2			missing
dec_FLT3_0518	FLT3	KIT	0.1653		exact
dec_FLT3_0518	FLT3	PDGFRA	0.1853		exact
dec_FLT3_0518	FLT3	PDGFRB	0.1073		exact
dec_FLT3_0518	FLT3	KDR	0.0831		exact
dec_FLT3_0518	FLT3	FLT1	0.0745		exact
dec_FLT3_0518	FLT3	FLT4	0.0312		exact
dec_FLT3_0519	FLT3	KCNH2			missing
dec_FLT3_0519	FLT3	KIT	0.1612		exact
dec_FLT3_0519	FLT3	PDGFRA	0.1727		exact
dec_FLT3_0519	FLT3	PDGFRB	0.0780		exact
dec_FLT3_0519	FLT3	KDR	0.0787		exact
dec_FLT3_0519	FLT3	FLT1	0.0624		exact
dec_FLT3_0519	FLT3	FLT4	0.0405		exact
dec_FLT3_0520	FLT3	KCNH2			missing
dec_FLT3_0520	FLT3	KIT	0.2390	7	exact
dec_FLT3_0520	FLT3	PDGFRA	0.2379	9	exact
dec_FLT3_0520	FLT3	PDGFRB	0.1395		exact
dec_FLT3_0520	FLT3	KDR	0.1933	13	exact
dec_FLT3_0520	FLT3	FLT1	0.1435	22	exact
dec_FLT3_0520	FLT3	FLT4	0.1077		exact
dec_FLT3_0521	FLT3	KCNH2			missing
dec_FLT3_0521	FLT3	KIT	0.2157	7	exact
dec_FLT3_0521	FLT3	PDGFRA	0.2196	4	exact
dec_FLT3_0521	FLT3	PDGFRB	0.1483		exact
dec_FLT3_0521	FLT3	KDR	0.1505		exact
dec_FLT3_0521	FLT3	FLT1	0.1365		exact
dec_FLT3_0521	FLT3	FLT4	0.1448		exact
dec_FLT3_0522	FLT3	KCNH2			missing
dec_FLT3_0522	FLT3	KIT	0.2050		exact
dec_FLT3_0522	FLT3	PDGFRA	0.2253	8	exact
dec_FLT3_0522	FLT3	PDGFRB	0.1958		exact
dec_FLT3_0522	FLT3	KDR	0.2511	3	exact
dec_FLT3_0522	FLT3	FLT1	0.1872		exact
dec_FLT3_0522	FLT3	FLT4	0.1289		exact
dec_FLT3_0523	FLT3	KCNH2			missing
dec_FLT3_0523	FLT3	KIT	0.1896	11	exact
dec_FLT3_0523	FLT3	PDGFRA	0.1864	9	exact
dec_FLT3_0523	FLT3	PDGFRB	0.1699		exact
dec_FLT3_0523	FLT3	KDR	0.1999	4	exact
dec_FLT3_0523	FLT3	FLT1	0.1682		exact
dec_FLT3_0523	FLT3	FLT4	0.1439		exact
dec_FLT3_0524	FLT3	KCNH2			missing
dec_FLT3_0524	FLT3	KIT	0.1585		exact
dec_FLT3_0524	FLT3	PDGFRA	0.1412		exact
dec_FLT3_0524	FLT3	PDGFRB	0.0857		exact
dec_FLT3_0524	FLT3	KDR	0.1234		exact
dec_FLT3_0524	FLT3	FLT1	0.0926		exact
dec_FLT3_0524	FLT3	FLT4	0.0900		exact
dec_FLT3_0525	FLT3	KCNH2			missing
dec_FLT3_0525	FLT3	KIT	0.2336	6	exact
dec_FLT3_0525	FLT3	PDGFRA	0.2261	13	exact
dec_FLT3_0525	FLT3	PDGFRB	0.1645		exact
dec_FLT3_0525	FLT3	KDR	0.2263	12	exact
dec_FLT3_0525	FLT3	FLT1	0.1833		exact
dec_FLT3_0525	FLT3	FLT4	0.0885		exact
dec_FLT3_0526	FLT3	KCNH2			missing
dec_FLT3_0526	FLT3	KIT	0.1657		exact
dec_FLT3_0526	FLT3	PDGFRA	0.1755		exact
dec_FLT3_0526	FLT3	PDGFRB	0.1382		exact
dec_FLT3_0526	FLT3	KDR	0.1322		exact
dec_FLT3_0526	FLT3	FLT1	0.1331		exact
dec_FLT3_0526	FLT3	FLT4	0.1197		exact
dec_FLT3_0527	FLT3	KCNH2			missing
dec_FLT3_0527	FLT3	KIT	0.1858		exact
dec_FLT3_0527	FLT3	PDGFRA	0.1820		exact
dec_FLT3_0527	FLT3	PDGFRB	0.0715		exact
dec_FLT3_0527	FLT3	KDR	0.0957		exact
dec_FLT3_0527	FLT3	FLT1	0.0848		exact
dec_FLT3_0527	FLT3	FLT4	0.0589		exact
dec_FLT3_0528	FLT3	KCNH2			missing
dec_FLT3_0528	FLT3	KIT	0.2091		exact
dec_FLT3_0528	FLT3	PDGFRA	0.2151		exact
dec_FLT3_0528	FLT3	PDGFRB	0.1620		exact
dec_FLT3_0528	FLT3	KDR	0.1851		exact
dec_FLT3_0528	FLT3	FLT1	0.1143		exact
dec_FLT3_0528	FLT3	FLT4	0.0747		exact
dec_FLT3_0529	FLT3	KCNH2			missing
dec_FLT3_0529	FLT3	KIT	0.1724		exact
dec_FLT3_0529	FLT3	PDGFRA	0.1731		exact
dec_FLT3_0529	FLT3	PDGFRB	0.0927		exact
dec_FLT3_0529	FLT3	KDR	0.1137		exact
dec_FLT3_0529	FLT3	FLT1	0.1018		exact
dec_FLT3_0529	FLT3	FLT4	0.1195		exact
dec_FLT3_0530	FLT3	KCNH2			missing
dec_FLT3_0530	FLT3	KIT	0.2024		exact
dec_FLT3_0530	FLT3	PDGFRA	0.1953		exact
dec_FLT3_0530	FLT3	PDGFRB	0.1771		exact
dec_FLT3_0530	FLT3	KDR	0.2014	5	exact
dec_FLT3_0530	FLT3	FLT1	0.1999		exact
dec_FLT3_0530	FLT3	FLT4	0.2333	6	exact
dec_FLT3_0531	FLT3	KCNH2			missing
dec_FLT3_0531	FLT3	KIT	0.1775	15	exact
dec_FLT3_0531	FLT3	PDGFRA	0.1747		exact
dec_FLT3_0531	FLT3	PDGFRB	0.1084		exact
dec_FLT3_0531	FLT3	KDR	0.1419		exact
dec_FLT3_0531	FLT3	FLT1	0.0767		exact
dec_FLT3_0531	FLT3	FLT4	0.0353		exact
dec_FLT3_0533	FLT3	KCNH2			missing
dec_FLT3_0533	FLT3	KIT	0.1853	6	exact
dec_FLT3_0533	FLT3	PDGFRA	0.1821	8	exact
dec_FLT3_0533	FLT3	PDGFRB	0.0950		exact
dec_FLT3_0533	FLT3	KDR	0.0997		exact
dec_FLT3_0533	FLT3	FLT1	0.1007		exact
dec_FLT3_0533	FLT3	FLT4	0.0626		exact
dec_FLT3_0534	FLT3	KCNH2			missing
dec_FLT3_0534	FLT3	KIT	0.1343		exact
dec_FLT3_0534	FLT3	PDGFRA	0.1447		exact
dec_FLT3_0534	FLT3	PDGFRB	0.0440		exact
dec_FLT3_0534	FLT3	KDR	0.1080		exact
dec_FLT3_0534	FLT3	FLT1	0.0522		exact
dec_FLT3_0534	FLT3	FLT4	0.0811		exact
dec_FLT3_0535	FLT3	KCNH2			missing
dec_FLT3_0535	FLT3	KIT	0.1936	13	exact
dec_FLT3_0535	FLT3	PDGFRA	0.1665		exact
dec_FLT3_0535	FLT3	PDGFRB	0.0994		exact
dec_FLT3_0535	FLT3	KDR	0.0700		exact
dec_FLT3_0535	FLT3	FLT1	0.0802		exact
dec_FLT3_0535	FLT3	FLT4	0.0569		exact
dec_FLT3_0536	FLT3	KCNH2			missing
dec_FLT3_0536	FLT3	KIT	0.1826		exact
dec_FLT3_0536	FLT3	PDGFRA	0.1916	3	exact
dec_FLT3_0536	FLT3	PDGFRB	0.1573		exact
dec_FLT3_0536	FLT3	KDR	0.1709		exact
dec_FLT3_0536	FLT3	FLT1	0.1588		exact
dec_FLT3_0536	FLT3	FLT4	0.1078		exact
dec_FLT3_0537	FLT3	KCNH2			missing
dec_FLT3_0537	FLT3	KIT	0.1936	13	exact
dec_FLT3_0537	FLT3	PDGFRA	0.1665		exact
dec_FLT3_0537	FLT3	PDGFRB	0.0994		exact
dec_FLT3_0537	FLT3	KDR	0.0700		exact
dec_FLT3_0537	FLT3	FLT1	0.0802		exact
dec_FLT3_0537	FLT3	FLT4	0.0569		exact
dec_FLT3_0539	FLT3	KCNH2			missing
dec_FLT3_0539	FLT3	KIT	0.1896	11	exact
dec_FLT3_0539	FLT3	PDGFRA	0.1797	10	exact
dec_FLT3_0539	FLT3	PDGFRB	0.1401		exact
dec_FLT3_0539	FLT3	KDR	0.1857	4	exact
dec_FLT3_0539	FLT3	FLT1	0.1528		exact
dec_FLT3_0539	FLT3	FLT4	0.1051		exact
dec_FLT3_0540	FLT3	KCNH2			missing
dec_FLT3_0540	FLT3	KIT	0.1614		exact
dec_FLT3_0540	FLT3	PDGFRA	0.1507		exact
dec_FLT3_0540	FLT3	PDGFRB	0.0614		exact
dec_FLT3_0540	FLT3	KDR	0.0834		exact
dec_FLT3_0540	FLT3	FLT1	0.0779		exact
dec_FLT3_0540	FLT3	FLT4	0.0688		exact
dec_JAK1_0547	JAK1	JAK2	0.2217	1	exact
dec_JAK1_0547	JAK1	JAK3	0.1921	69	exact
dec_JAK1_0547	JAK1	TYK2	0.2316		exact
dec_JAK1_0548	JAK1	JAK2	0.3002	14	exact
dec_JAK1_0548	JAK1	JAK3	0.1597		exact
dec_JAK1_0548	JAK1	TYK2	0.2213	54	exact
dec_JAK1_0549	JAK1	JAK2	0.2743	21	exact
dec_JAK1_0549	JAK1	JAK3	0.1773	112	exact
dec_JAK1_0549	JAK1	TYK2	0.2009	101	exact
dec_JAK1_0550	JAK1	JAK2	0.2005	57	exact
dec_JAK1_0550	JAK1	JAK3	0.1799		exact
dec_JAK1_0550	JAK1	TYK2	0.2328	44	exact
dec_JAK1_0552	JAK1	JAK2	0.2405	31	exact
dec_JAK1_0552	JAK1	JAK3	0.1646	74	exact
dec_JAK1_0552	JAK1	TYK2	0.1832	44	exact
dec_JAK1_0553	JAK1	JAK2	0.2004	45	exact
dec_JAK1_0553	JAK1	JAK3	0.2079	36	exact
dec_JAK1_0553	JAK1	TYK2	0.2424	20	exact
dec_JAK1_0554	JAK1	JAK2	0.1640	63	exact
dec_JAK1_0554	JAK1	JAK3	0.1540	71	exact
dec_JAK1_0554	JAK1	TYK2	0.1653		exact
dec_JAK1_0555	JAK1	JAK2	0.2674	5	exact
dec_JAK1_0555	JAK1	JAK3	0.1983	92	exact
dec_JAK1_0555	JAK1	TYK2	0.2358	28	exact
dec_JAK1_0556	JAK1	JAK2	0.2575	57	exact
dec_JAK1_0556	JAK1	JAK3	0.1672	115	exact
dec_JAK1_0556	JAK1	TYK2	0.2029	105	exact
dec_JAK1_0557	JAK1	JAK2	0.2373	55	exact
dec_JAK1_0557	JAK1	JAK3	0.2082	58	exact
dec_JAK1_0557	JAK1	TYK2	0.2251	96	exact
dec_JAK1_0558	JAK1	JAK2	0.2729	13	exact
dec_JAK1_0558	JAK1	JAK3	0.1364		exact
dec_JAK1_0558	JAK1	TYK2	0.1819	46	exact
dec_JAK1_0559	JAK1	JAK2	0.2698	13	exact
dec_JAK1_0559	JAK1	JAK3	0.1331		exact
dec_JAK1_0559	JAK1	TYK2	0.1805	46	exact
dec_JAK1_0561	JAK1	JAK2	0.2457	40	exact
dec_JAK1_0561	JAK1	JAK3	0.1345		exact
dec_JAK1_0561	JAK1	TYK2	0.1733	72	exact
dec_JAK1_0562	JAK1	JAK2	0.1780	56	exact
dec_JAK1_0562	JAK1	JAK3	0.2063	61	exact
dec_JAK1_0562	JAK1	TYK2	0.1835	68	exact
dec_JAK1_0563	JAK1	JAK2	0.2694	13	exact
dec_JAK1_0563	JAK1	JAK3	0.2386	22	exact
dec_JAK1_0563	JAK1	TYK2	0.2205	28	exact
dec_JAK1_0564	JAK1	JAK2	0.2896	3	exact
dec_JAK1_0564	JAK1	JAK3	0.2265	60	exact
dec_JAK1_0564	JAK1	TYK2	0.2545	34	exact
dec_JAK1_0565	JAK1	JAK2	0.2642	39	exact
dec_JAK1_0565	JAK1	JAK3	0.1479		exact
dec_JAK1_0565	JAK1	TYK2	0.1903	70	exact
dec_JAK1_0566	JAK1	JAK2	0.1774	9	exact
dec_JAK1_0566	JAK1	JAK3	0.1590		exact
dec_JAK1_0566	JAK1	TYK2	0.2140		exact
dec_JAK1_0567	JAK1	JAK2	0.2628	39	exact
dec_JAK1_0567	JAK1	JAK3	0.1379		exact
dec_JAK1_0567	JAK1	TYK2	0.1855	70	exact
dec_JAK1_0568	JAK1	JAK2	0.2679	5	exact
dec_JAK1_0568	JAK1	JAK3	0.2360	18	exact
dec_JAK1_0568	JAK1	TYK2	0.2334	7	exact
dec_JAK1_0569	JAK1	JAK2	0.2635	4	exact
dec_JAK1_0569	JAK1	JAK3	0.1292		exact
dec_JAK1_0569	JAK1	TYK2	0.1743	60	exact
dec_JAK1_0570	JAK1	JAK2	0.2565	13	exact
dec_JAK1_0570	JAK1	JAK3	0.1435	73	exact
dec_JAK1_0570	JAK1	TYK2	0.1573	67	exact
dec_JAK1_0571	JAK1	JAK2	0.2579	5	exact
dec_JAK1_0571	JAK1	JAK3	0.2519	18	exact
dec_JAK1_0571	JAK1	TYK2	0.2224	17	exact
dec_JAK1_0572	JAK1	JAK2	0.2721	4	exact
dec_JAK1_0572	JAK1	JAK3	0.1844	68	exact
dec_JAK1_0572	JAK1	TYK2	0.2507	7	exact
dec_JAK1_0573	JAK1	JAK2	0.2825	4	exact
dec_JAK1_0573	JAK1	JAK3	0.1645	106	exact
dec_JAK1_0573	JAK1	TYK2	0.1643	107	exact
dec_JAK1_0574	JAK1	JAK2	0.2778	13	exact
dec_JAK1_0574	JAK1	JAK3	0.1682		exact
dec_JAK1_0574	JAK1	TYK2	0.2150	95	exact
dec_JAK1_0575	JAK1	JAK2	0.2734	9	exact
dec_JAK1_0575	JAK1	JAK3	0.2320	71	exact
dec_JAK1_0575	JAK1	TYK2	0.1928	103	exact
dec_JAK1_0576	JAK1	JAK2	0.2441	14	exact
dec_JAK1_0576	JAK1	JAK3	0.1555	47	exact
dec_JAK1_0576	JAK1	TYK2	0.1749	26	exact
dec_JAK1_0577	JAK1	JAK2	0.2709	4	exact
dec_JAK1_0577	JAK1	JAK3	0.1616	104	exact
dec_JAK1_0577	JAK1	TYK2	0.1864	94	exact
dec_JAK1_0578	JAK1	JAK2	0.2333	13	exact
dec_JAK1_0578	JAK1	JAK3	0.1351		exact
dec_JAK1_0578	JAK1	TYK2	0.1600	46	exact
dec_JAK1_0579	JAK1	JAK2	0.2607	22	exact
dec_JAK1_0579	JAK1	JAK3	0.1789	100	exact
dec_JAK1_0579	JAK1	TYK2	0.1530		exact
dec_JAK1_0580	JAK1	JAK2	0.2644	4	exact
dec_JAK1_0580	JAK1	JAK3	0.1289		exact
dec_JAK1_0580	JAK1	TYK2	0.1707	105	exact
dec_JAK1_0582	JAK1	JAK2	0.2495	13	exact
dec_JAK1_0582	JAK1	JAK3	0.1185		exact
dec_JAK1_0582	JAK1	TYK2	0.1653	46	exact
dec_JAK1_0583	JAK1	JAK2	0.2435	40	exact
dec_JAK1_0583	JAK1	JAK3	0.1364		exact
dec_JAK1_0583	JAK1	TYK2	0.1780	79	exact
dec_JAK1_0584	JAK1	JAK2	0.2788	14	exact
dec_JAK1_0584	JAK1	JAK3	0.1284		exact
dec_JAK1_0584	JAK1	TYK2	0.1912		exact
dec_JAK1_0585	JAK1	JAK2	0.2496	32	exact
dec_JAK1_0585	JAK1	JAK3	0.1500		exact
dec_JAK1_0585	JAK1	TYK2	0.1665	69	exact
dec_JAK1_0586	JAK1	JAK2	0.2604	31	exact
dec_JAK1_0586	JAK1	JAK3	0.1478	110	exact
dec_JAK1_0586	JAK1	TYK2	0.1804	70	exact
dec_JAK1_0587	JAK1	JAK2	0.2530	31	exact
dec_JAK1_0587	JAK1	JAK3	0.1422	118	exact
dec_JAK1_0587	JAK1	TYK2	0.1728	108	exact
dec_JAK1_0588	JAK1	JAK2	0.2472	21	exact
dec_JAK1_0588	JAK1	JAK3	0.1424	74	exact
dec_JAK1_0588	JAK1	TYK2	0.1501	43	exact
dec_JAK1_0589	JAK1	JAK2	0.2607	4	exact
dec_JAK1_0589	JAK1	JAK3	0.1230		exact
dec_JAK1_0589	JAK1	TYK2	0.1707	52	exact
dec_JAK1_0590	JAK1	JAK2	0.2647	23	exact
dec_JAK1_0590	JAK1	JAK3	0.1564		exact
dec_JAK1_0590	JAK1	TYK2	0.1849	101	exact
dec_JAK1_0591	JAK1	JAK2	0.2645	11	exact
dec_JAK1_0591	JAK1	JAK3	0.2821	9	exact
dec_JAK1_0591	JAK1	TYK2	0.2383	10	exact
dec_JAK1_0592	JAK1	JAK2	0.2565	45	exact
dec_JAK1_0592	JAK1	JAK3	0.2841	66	exact
dec_JAK1_0592	JAK1	TYK2	0.2255	93	exact
dec_JAK1_0593	JAK1	JAK2	0.2329	9	exact
dec_JAK1_0593	JAK1	JAK3	0.2528	34	exact
dec_JAK1_0593	JAK1	TYK2	0.2291	29	exact
dec_JAK1_0594	JAK1	JAK2	0.2301	35	exact
dec_JAK1_0594	JAK1	JAK3	0.1611	71	exact
dec_JAK1_0594	JAK1	TYK2	0.1457	78	exact
dec_JAK1_0595	JAK1	JAK2	0.2317	22	exact
dec_JAK1_0595	JAK1	JAK3	0.1329	75	exact
dec_JAK1_0595	JAK1	TYK2	0.1552	43	exact
dec_JAK1_0596	JAK1	JAK2	0.2608	5	exact
dec_JAK1_0596	JAK1	JAK3	0.2622	17	exact
dec_JAK1_0596	JAK1	TYK2	0.2177	19	exact
dec_JAK1_0597	JAK1	JAK2	0.2430	40	exact
dec_JAK1_0597	JAK1	JAK3	0.1558	81	exact
dec_JAK1_0597	JAK1	TYK2	0.1808	53	exact
dec_JAK1_0598	JAK1	JAK2	0.2345	65	exact
dec_JAK1_0598	JAK1	JAK3	0.2550	38	exact
dec_JAK1_0598	JAK1	TYK2	0.2150	74	exact
dec_JAK1_0599	JAK1	JAK2	0.2579	5	exact
dec_JAK1_0599	JAK1	JAK3	0.1305		exact
dec_JAK1_0599	JAK1	TYK2	0.1568	71	exact
dec_JAK1_0600	JAK1	JAK2	0.2742	3	exact
dec_JAK1_0600	JAK1	JAK3	0.1880		exact
dec_JAK1_0600	JAK1	TYK2	0.2274	84	exact
dec_JAK1_0601	JAK1	JAK2	0.2453	22	exact
dec_JAK1_0601	JAK1	JAK3	0.2131	105	exact
dec_JAK1_0601	JAK1	TYK2	0.1841	113	exact
dec_JAK1_0602	JAK1	JAK2	0.2365	5	exact
dec_JAK1_0602	JAK1	JAK3	0.2596	44	exact
dec_JAK1_0602	JAK1	TYK2	0.2240	11	exact
dec_JAK1_0603	JAK1	JAK2	0.2580	24	exact
dec_JAK1_0603	JAK1	JAK3	0.1473		exact
dec_JAK1_0603	JAK1	TYK2	0.1704	88	exact
dec_JAK1_0604	JAK1	JAK2	0.2584	30	exact
dec_JAK1_0604	JAK1	JAK3	0.1255		exact
dec_JAK1_0604	JAK1	TYK2	0.1679		exact
dec_JAK1_0605	JAK1	JAK2	0.2398	13	exact
dec_JAK1_0605	JAK1	JAK3	0.2063	52	exact
dec_JAK1_0605	JAK1	TYK2	0.1723	44	exact
dec_JAK1_0606	JAK1	JAK2	0.2679	4	exact
dec_JAK1_0606	JAK1	JAK3	0.1329		exact
dec_JAK1_0606	JAK1	TYK2	0.1847	71	exact
dec_JAK1_0608	JAK1	JAK2	0.2475	22	exact
dec_JAK1_0608	JAK1	JAK3	0.2781	6	exact
dec_JAK1_0608	JAK1	TYK2	0.1980	55	exact
dec_JAK1_0609	JAK1	JAK2	0.2395	55	exact
dec_JAK1_0609	JAK1	JAK3	0.1255		exact
dec_JAK1_0609	JAK1	TYK2	0.1687	70	exact
dec_JAK1_0610	JAK1	JAK2	0.2453	4	exact
dec_JAK1_0610	JAK1	JAK3	0.2084	74	exact
dec_JAK1_0610	JAK1	TYK2	0.1930	70	exact
dec_JAK1_0612	JAK1	JAK2	0.2453	15	exact
dec_JAK1_0612	JAK1	JAK3	0.2494	37	exact
dec_JAK1_0612	JAK1	TYK2	0.1914	89	exact
dec_JAK1_0614	JAK1	JAK2	0.2583	13	exact
dec_JAK1_0614	JAK1	JAK3	0.2143	70	exact
dec_JAK1_0614	JAK1	TYK2	0.1770	74	exact
dec_JAK1_0615	JAK1	JAK2	0.2246	31	exact
dec_JAK1_0615	JAK1	JAK3	0.1506		exact
dec_JAK1_0615	JAK1	TYK2	0.1635	79	exact
dec_JAK1_0616	JAK1	JAK2	0.2302	23	exact
dec_JAK1_0616	JAK1	JAK3	0.1151		exact
dec_JAK1_0616	JAK1	TYK2	0.1455		exact
dec_JAK1_0617	JAK1	JAK2	0.2300	22	exact
dec_JAK1_0617	JAK1	JAK3	0.2479	37	exact
dec_JAK1_0617	JAK1	TYK2	0.1735		exact
dec_JAK1_0618	JAK1	JAK2	0.2257	57	exact
dec_JAK1_0618	JAK1	JAK3	0.1706	84	exact
dec_JAK1_0618	JAK1	TYK2	0.1644	111	exact
dec_JAK1_0619	JAK1	JAK2	0.2362	68	exact
dec_JAK1_0619	JAK1	JAK3	0.2439	67	exact
dec_JAK1_0619	JAK1	TYK2	0.2023	112	exact
dec_JAK1_0621	JAK1	JAK2	0.2152	31	exact
dec_JAK1_0621	JAK1	JAK3	0.1450		exact
dec_JAK1_0621	JAK1	TYK2	0.1599	61	exact
dec_JAK1_0622	JAK1	JAK2	0.2321	59	exact
dec_JAK1_0622	JAK1	JAK3	0.1460	73	exact
dec_JAK1_0622	JAK1	TYK2	0.1510		exact
dec_JAK1_0624	JAK1	JAK2	0.2152	31	exact
dec_JAK1_0624	JAK1	JAK3	0.1450		exact
dec_JAK1_0624	JAK1	TYK2	0.1599	61	exact
dec_JAK1_0625	JAK1	JAK2	0.2491	40	exact
dec_JAK1_0625	JAK1	JAK3	0.1436		exact
dec_JAK1_0625	JAK1	TYK2	0.1563	111	exact
dec_JAK1_0626	JAK1	JAK2	0.2508	29	exact
dec_JAK1_0626	JAK1	JAK3	0.1137		exact
