sample_name	target	off_target	off_target_pidx	cosine
dec_JAK2_0646	JAK2	JAK3	21775	0.2134
dec_JAK2_0646	JAK2	TYK2	21138	0.1897
dec_JAK2_0647	JAK2	JAK1	20927	0.2480
dec_JAK2_0647	JAK2	JAK3	21775	0.2827
dec_JAK2_0647	JAK2	TYK2	21138	0.2692
dec_JAK2_0648	JAK2	JAK1	20927	0.2087
dec_JAK2_0648	JAK2	JAK3	21775	0.2366
dec_JAK2_0648	JAK2	TYK2	21138	0.1969
dec_JAK2_0649	JAK2	JAK1	20927	0.2431
dec_JAK2_0649	JAK2	JAK3	21775	0.2202
dec_JAK2_0649	JAK2	TYK2	21138	0.2130
dec_JAK2_0650	JAK2	JAK1	20927	0.2720
dec_JAK2_0650	JAK2	JAK3	21775	0.1323
dec_JAK2_0650	JAK2	TYK2	21138	0.1725
dec_JAK2_0651	JAK2	JAK1	20927	0.2456
dec_JAK2_0651	JAK2	JAK3	21775	0.2736
dec_JAK2_0651	JAK2	TYK2	21138	0.2716
dec_JAK2_0652	JAK2	JAK1	20927	0.2544
dec_JAK2_0652	JAK2	JAK3	21775	0.1885
dec_JAK2_0652	JAK2	TYK2	21138	0.2011
dec_JAK2_0653	JAK2	JAK1	20927	0.2704
dec_JAK2_0653	JAK2	JAK3	21775	0.1615
dec_JAK2_0653	JAK2	TYK2	21138	0.1780
dec_JAK2_0654	JAK2	JAK1	20927	0.2704
dec_JAK2_0654	JAK2	JAK3	21775	0.1898
dec_JAK2_0654	JAK2	TYK2	21138	0.1728
dec_JAK2_0655	JAK2	JAK1	20927	0.2965
dec_JAK2_0655	JAK2	JAK3	21775	0.1740
dec_JAK2_0655	JAK2	TYK2	21138	0.1789
dec_JAK2_0656	JAK2	JAK1	20927	0.2557
dec_JAK2_0656	JAK2	JAK3	21775	0.2904
dec_JAK2_0656	JAK2	TYK2	21138	0.2442
dec_JAK2_0657	JAK2	JAK1	20927	0.2704
dec_JAK2_0657	JAK2	JAK3	21775	0.2238
dec_JAK2_0657	JAK2	TYK2	21138	0.1750
dec_JAK2_0658	JAK2	JAK1	20927	0.1628
dec_JAK2_0658	JAK2	JAK3	21775	0.2451
dec_JAK2_0658	JAK2	TYK2	21138	0.2208
dec_JAK2_0659	JAK2	JAK1	20927	0.2646
dec_JAK2_0659	JAK2	JAK3	21775	0.1537
dec_JAK2_0659	JAK2	TYK2	21138	0.1784
dec_JAK2_0660	JAK2	JAK1	20927	0.2300
dec_JAK2_0660	JAK2	JAK3	21775	0.2539
dec_JAK2_0660	JAK2	TYK2	21138	0.2240
dec_JAK2_0661	JAK2	JAK1	20927	0.2271
dec_JAK2_0661	JAK2	JAK3	21775	0.2468
dec_JAK2_0661	JAK2	TYK2	21138	0.2144
dec_JAK2_0662	JAK2	JAK1	20927	0.2147
dec_JAK2_0662	JAK2	JAK3	21775	0.2383
dec_JAK2_0662	JAK2	TYK2	21138	0.2369
dec_JAK2_0663	JAK2	JAK1	20927	0.2553
dec_JAK2_0663	JAK2	JAK3	21775	0.0902
dec_JAK2_0663	JAK2	TYK2	21138	0.1646
dec_JAK2_0664	JAK2	JAK1	20927	0.2584
dec_JAK2_0664	JAK2	JAK3	21775	0.1111
dec_JAK2_0664	JAK2	TYK2	21138	0.1756
dec_JAK2_0665	JAK2	JAK1	20927	0.2762
dec_JAK2_0665	JAK2	JAK3	21775	0.2343
dec_JAK2_0665	JAK2	TYK2	21138	0.2105
dec_JAK2_0666	JAK2	JAK1	20927	0.2916
dec_JAK2_0666	JAK2	JAK3	21775	0.1432
dec_JAK2_0666	JAK2	TYK2	21138	0.1751
dec_JAK2_0667	JAK2	JAK1	20927	0.2478
dec_JAK2_0667	JAK2	JAK3	21775	0.1181
dec_JAK2_0667	JAK2	TYK2	21138	0.1678
dec_JAK2_0668	JAK2	JAK1	20927	0.2111
dec_JAK2_0668	JAK2	JAK3	21775	0.2676
dec_JAK2_0668	JAK2	TYK2	21138	0.2199
dec_JAK2_0669	JAK2	JAK1	20927	0.2558
dec_JAK2_0669	JAK2	JAK3	21775	0.1355
dec_JAK2_0669	JAK2	TYK2	21138	0.1571
dec_JAK2_0670	JAK2	JAK1	20927	0.2646
dec_JAK2_0670	JAK2	JAK3	21775	0.1305
dec_JAK2_0670	JAK2	TYK2	21138	0.1568
dec_JAK2_0671	JAK2	JAK1	20927	0.2518
dec_JAK2_0671	JAK2	JAK3	21775	0.2184
dec_JAK2_0671	JAK2	TYK2	21138	0.1729
dec_JAK2_0672	JAK2	JAK1	20927	0.2487
dec_JAK2_0672	JAK2	JAK3	21775	0.1601
dec_JAK2_0672	JAK2	TYK2	21138	0.1642
dec_JAK2_0673	JAK2	JAK1	20927	0.2724
dec_JAK2_0673	JAK2	JAK3	21775	0.1476
dec_JAK2_0673	JAK2	TYK2	21138	0.1837
dec_JAK2_0674	JAK2	JAK1	20927	0.2564
dec_JAK2_0674	JAK2	JAK3	21775	0.1449
dec_JAK2_0674	JAK2	TYK2	21138	0.1783
dec_JAK2_0675	JAK2	JAK1	20927	0.2486
dec_JAK2_0675	JAK2	JAK3	21775	0.2032
dec_JAK2_0675	JAK2	TYK2	21138	0.1702
dec_JAK2_0676	JAK2	JAK1	20927	0.2715
dec_JAK2_0676	JAK2	JAK3	21775	0.2246
dec_JAK2_0676	JAK2	TYK2	21138	0.1866
dec_JAK2_0677	JAK2	JAK1	20927	0.2645
dec_JAK2_0677	JAK2	JAK3	21775	0.1364
dec_JAK2_0677	JAK2	TYK2	21138	0.1792
dec_JAK2_0678	JAK2	JAK1	20927	0.2861
dec_JAK2_0678	JAK2	JAK3	21775	0.1466
dec_JAK2_0678	JAK2	TYK2	21138	0.1930
dec_JAK2_0679	JAK2	JAK1	20927	0.2489
dec_JAK2_0679	JAK2	JAK3	21775	0.2370
dec_JAK2_0679	JAK2	TYK2	21138	0.1708
dec_JAK2_0680	JAK2	JAK1	20927	0.2671
dec_JAK2_0680	JAK2	JAK3	21775	0.1996
dec_JAK2_0680	JAK2	TYK2	21138	0.2103
dec_JAK2_0681	JAK2	JAK1	20927	0.2525
dec_JAK2_0681	JAK2	JAK3	21775	0.2096
dec_JAK2_0681	JAK2	TYK2	21138	0.1781
dec_JAK2_0682	JAK2	JAK1	20927	0.2745
dec_JAK2_0682	JAK2	JAK3	21775	0.1124
dec_JAK2_0682	JAK2	TYK2	21138	0.1624
dec_JAK2_0683	JAK2	JAK1	20927	0.2087
dec_JAK2_0683	JAK2	JAK3	21775	0.1820
dec_JAK2_0683	JAK2	TYK2	21138	0.2324
dec_JAK2_0684	JAK2	JAK1	20927	0.2521
dec_JAK2_0684	JAK2	JAK3	21775	0.2573
dec_JAK2_0684	JAK2	TYK2	21138	0.2227
dec_JAK2_0685	JAK2	JAK1	20927	0.2397
dec_JAK2_0685	JAK2	JAK3	21775	0.1899
dec_JAK2_0685	JAK2	TYK2	21138	0.1734
dec_JAK2_0686	JAK2	JAK1	20927	0.2336
dec_JAK2_0686	JAK2	JAK3	21775	0.1355
dec_JAK2_0686	JAK2	TYK2	21138	0.1649
dec_JAK2_0687	JAK2	JAK1	20927	0.2411
dec_JAK2_0687	JAK2	JAK3	21775	0.2540
dec_JAK2_0687	JAK2	TYK2	21138	0.2325
dec_JAK2_0688	JAK2	JAK1	20927	0.2571
dec_JAK2_0688	JAK2	JAK3	21775	0.1486
dec_JAK2_0688	JAK2	TYK2	21138	0.1538
dec_JAK2_0689	JAK2	JAK1	20927	0.2202
dec_JAK2_0689	JAK2	JAK3	21775	0.1896
dec_JAK2_0689	JAK2	TYK2	21138	0.1843
dec_JAK2_0690	JAK2	JAK1	20927	0.2954
dec_JAK2_0690	JAK2	JAK3	21775	0.2023
dec_JAK2_0690	JAK2	TYK2	21138	0.1978
dec_JAK2_0691	JAK2	JAK1	20927	0.2323
dec_JAK2_0691	JAK2	JAK3	21775	0.1889
dec_JAK2_0691	JAK2	TYK2	21138	0.1855
dec_JAK2_0692	JAK2	JAK1	20927	0.2065
dec_JAK2_0692	JAK2	JAK3	21775	0.2281
dec_JAK2_0692	JAK2	TYK2	21138	0.2125
dec_JAK2_0693	JAK2	JAK1	20927	0.2436
dec_JAK2_0693	JAK2	JAK3	21775	0.1940
dec_JAK2_0693	JAK2	TYK2	21138	0.2288
dec_JAK2_0694	JAK2	JAK1	20927	0.2660
dec_JAK2_0694	JAK2	JAK3	21775	0.1610
dec_JAK2_0694	JAK2	TYK2	21138	0.1470
dec_JAK2_0695	JAK2	JAK1	20927	0.2488
dec_JAK2_0695	JAK2	JAK3	21775	0.2523
dec_JAK2_0695	JAK2	TYK2	21138	0.1902
dec_JAK2_0696	JAK2	JAK1	20927	0.1769
dec_JAK2_0696	JAK2	JAK3	21775	0.1931
dec_JAK2_0696	JAK2	TYK2	21138	0.1963
dec_JAK2_0697	JAK2	JAK1	20927	0.1739
dec_JAK2_0697	JAK2	JAK3	21775	0.1931
dec_JAK2_0697	JAK2	TYK2	21138	0.1429
dec_JAK2_0698	JAK2	JAK1	20927	0.2481
dec_JAK2_0698	JAK2	JAK3	21775	0.2262
dec_JAK2_0698	JAK2	TYK2	21138	0.1704
dec_JAK2_0699	JAK2	JAK1	20927	0.2373
dec_JAK2_0699	JAK2	JAK3	21775	0.1368
dec_JAK2_0699	JAK2	TYK2	21138	0.1511
dec_JAK2_0700	JAK2	JAK1	20927	0.2543
dec_JAK2_0700	JAK2	JAK3	21775	0.1455
dec_JAK2_0700	JAK2	TYK2	21138	0.1649
dec_JAK2_0701	JAK2	JAK1	20927	0.2433
dec_JAK2_0701	JAK2	JAK3	21775	0.2551
dec_JAK2_0701	JAK2	TYK2	21138	0.2113
dec_JAK2_0702	JAK2	JAK1	20927	0.2369
dec_JAK2_0702	JAK2	JAK3	21775	0.2332
dec_JAK2_0702	JAK2	TYK2	21138	0.2430
dec_JAK2_0703	JAK2	JAK1	20927	0.2523
dec_JAK2_0703	JAK2	JAK3	21775	0.2643
dec_JAK2_0703	JAK2	TYK2	21138	0.1794
dec_JAK2_0704	JAK2	JAK1	20927	0.2392
dec_JAK2_0704	JAK2	JAK3	21775	0.2357
dec_JAK2_0704	JAK2	TYK2	21138	0.1675
dec_JAK2_0705	JAK2	JAK1	20927	0.2367
dec_JAK2_0705	JAK2	JAK3	21775	0.1299
dec_JAK2_0705	JAK2	TYK2	21138	0.1491
dec_JAK2_0706	JAK2	JAK1	20927	0.1871
dec_JAK2_0706	JAK2	JAK3	21775	0.2524
dec_JAK2_0706	JAK2	TYK2	21138	0.2274
dec_JAK2_0707	JAK2	JAK1	20927	0.2553
dec_JAK2_0707	JAK2	JAK3	21775	0.2782
dec_JAK2_0707	JAK2	TYK2	21138	0.2067
dec_JAK2_0708	JAK2	JAK1	20927	0.2178
dec_JAK2_0708	JAK2	JAK3	21775	0.1001
dec_JAK2_0708	JAK2	TYK2	21138	0.1447
dec_JAK2_0709	JAK2	JAK1	20927	0.2454
dec_JAK2_0709	JAK2	JAK3	21775	0.2125
dec_JAK2_0709	JAK2	TYK2	21138	0.1454
dec_JAK2_0710	JAK2	JAK1	20927	0.2454
dec_JAK2_0710	JAK2	JAK3	21775	0.1232
dec_JAK2_0710	JAK2	TYK2	21138	0.1597
dec_JAK2_0711	JAK2	JAK1	20927	0.2627
dec_JAK2_0711	JAK2	JAK3	21775	0.2329
dec_JAK2_0711	JAK2	TYK2	21138	0.1874
dec_JAK2_0712	JAK2	JAK1	20927	0.2553
dec_JAK2_0712	JAK2	JAK3	21775	0.2782
dec_JAK2_0712	JAK2	TYK2	21138	0.2067
dec_JAK2_0713	JAK2	JAK1	20927	0.2178
dec_JAK2_0713	JAK2	JAK3	21775	0.1001
dec_JAK2_0713	JAK2	TYK2	21138	0.1447
dec_JAK2_0714	JAK2	JAK1	20927	0.2454
dec_JAK2_0714	JAK2	JAK3	21775	0.2125
dec_JAK2_0714	JAK2	TYK2	21138	0.1454
dec_JAK2_0715	JAK2	JAK1	20927	0.2454
dec_JAK2_0715	JAK2	JAK3	21775	0.1232
dec_JAK2_0715	JAK2	TYK2	21138	0.1597
dec_JAK3_0722	JAK3	JAK1	20927	0.2423
dec_JAK3_0722	JAK3	JAK2	22153	0.2391
dec_JAK3_0722	JAK3	TYK2	21138	0.2466
dec_JAK3_0723	JAK3	JAK1	20927	0.2192
dec_JAK3_0723	JAK3	JAK2	22153	0.2301
dec_JAK3_0723	JAK3	TYK2	21138	0.2181
dec_JAK3_0724	JAK3	JAK1	20927	0.2676
dec_JAK3_0724	JAK3	JAK2	22153	0.2913
dec_JAK3_0724	JAK3	TYK2	21138	0.2104
dec_JAK3_0725	JAK3	JAK1	20927	0.2590
dec_JAK3_0725	JAK3	JAK2	22153	0.2297
dec_JAK3_0725	JAK3	TYK2	21138	0.2625
dec_JAK3_0726	JAK3	JAK1	20927	0.2477
dec_JAK3_0726	JAK3	JAK2	22153	0.2539
dec_JAK3_0726	JAK3	TYK2	21138	0.2349
dec_JAK3_0727	JAK3	JAK1	20927	0.2061
dec_JAK3_0727	JAK3	JAK2	22153	0.2222
dec_JAK3_0727	JAK3	TYK2	21138	0.2015
dec_JAK3_0728	JAK3	JAK1	20927	0.2186
dec_JAK3_0728	JAK3	JAK2	22153	0.2299
dec_JAK3_0728	JAK3	TYK2	21138	0.2035
dec_JAK3_0729	JAK3	JAK1	20927	0.2044
dec_JAK3_0729	JAK3	JAK2	22153	0.2172
dec_JAK3_0729	JAK3	TYK2	21138	0.1912
dec_JAK3_0730	JAK3	JAK1	20927	0.2072
dec_JAK3_0730	JAK3	JAK2	22153	0.2443
dec_JAK3_0730	JAK3	TYK2	21138	0.2181
dec_JAK3_0731	JAK3	JAK1	20927	0.2688
dec_JAK3_0731	JAK3	JAK2	22153	0.2284
dec_JAK3_0731	JAK3	TYK2	21138	0.2424
dec_JAK3_0732	JAK3	JAK1	20927	0.2241
dec_JAK3_0732	JAK3	JAK2	22153	0.2495
dec_JAK3_0732	JAK3	TYK2	21138	0.2665
dec_JAK3_0733	JAK3	JAK1	20927	0.1797
dec_JAK3_0733	JAK3	JAK2	22153	0.2186
dec_JAK3_0733	JAK3	TYK2	21138	0.1890
dec_JAK3_0734	JAK3	JAK1	20927	0.2465
dec_JAK3_0734	JAK3	JAK2	22153	0.2384
dec_JAK3_0734	JAK3	TYK2	21138	0.1928
dec_JAK3_0735	JAK3	JAK1	20927	0.1454
dec_JAK3_0735	JAK3	JAK2	22153	0.1432
dec_JAK3_0735	JAK3	TYK2	21138	0.1558
dec_JAK3_0736	JAK3	JAK1	20927	0.2736
dec_JAK3_0736	JAK3	JAK2	22153	0.2241
dec_JAK3_0736	JAK3	TYK2	21138	0.2132
dec_JAK3_0737	JAK3	JAK1	20927	0.2232
dec_JAK3_0737	JAK3	JAK2	22153	0.2429
dec_JAK3_0737	JAK3	TYK2	21138	0.2454
dec_JAK3_0738	JAK3	JAK1	20927	0.2433
dec_JAK3_0738	JAK3	JAK2	22153	0.2702
dec_JAK3_0738	JAK3	TYK2	21138	0.2168
dec_JAK3_0739	JAK3	JAK1	20927	0.1601
dec_JAK3_0739	JAK3	JAK2	22153	0.2157
dec_JAK3_0739	JAK3	TYK2	21138	0.2071
dec_JAK3_0740	JAK3	JAK1	20927	0.2158
dec_JAK3_0740	JAK3	JAK2	22153	0.2311
dec_JAK3_0740	JAK3	TYK2	21138	0.2317
dec_JAK3_0741	JAK3	JAK1	20927	0.2175
dec_JAK3_0741	JAK3	JAK2	22153	0.2016
dec_JAK3_0741	JAK3	TYK2	21138	0.2140
dec_JAK3_0742	JAK3	JAK1	20927	0.2075
dec_JAK3_0742	JAK3	JAK2	22153	0.2099
dec_JAK3_0742	JAK3	TYK2	21138	0.1939
dec_JAK3_0743	JAK3	JAK1	20927	0.1798
dec_JAK3_0743	JAK3	JAK2	22153	0.1948
dec_JAK3_0743	JAK3	TYK2	21138	0.1856
dec_JAK3_0744	JAK3	JAK1	20927	0.1688
dec_JAK3_0744	JAK3	JAK2	22153	0.1853
dec_JAK3_0744	JAK3	TYK2	21138	0.1911
dec_JAK3_0745	JAK3	JAK1	20927	0.1612
dec_JAK3_0745	JAK3	JAK2	22153	0.1774
dec_JAK3_0745	JAK3	TYK2	21138	0.1841
dec_JAK3_0746	JAK3	JAK1	20927	0.2678
dec_JAK3_0746	JAK3	JAK2	22153	0.2684
dec_JAK3_0746	JAK3	TYK2	21138	0.2319
dec_JAK3_0747	JAK3	JAK1	20927	0.1953
dec_JAK3_0747	JAK3	JAK2	22153	0.1853
dec_JAK3_0747	JAK3	TYK2	21138	0.2714
dec_JAK3_0748	JAK3	JAK1	20927	0.1627
dec_JAK3_0748	JAK3	JAK2	22153	0.1810
dec_JAK3_0748	JAK3	TYK2	21138	0.1521
dec_JAK3_0749	JAK3	JAK1	20927	0.2360
dec_JAK3_0749	JAK3	JAK2	22153	0.2362
dec_JAK3_0749	JAK3	TYK2	21138	0.2222
dec_JAK3_0750	JAK3	JAK1	20927	0.0914
dec_JAK3_0750	JAK3	JAK2	22153	0.1301
dec_JAK3_0750	JAK3	TYK2	21138	0.1541
dec_JAK3_0751	JAK3	JAK1	20927	0.1505
dec_JAK3_0751	JAK3	JAK2	22153	0.1684
dec_JAK3_0751	JAK3	TYK2	21138	0.1563
dec_JAK3_0752	JAK3	JAK1	20927	0.2577
dec_JAK3_0752	JAK3	JAK2	22153	0.2454
dec_JAK3_0752	JAK3	TYK2	21138	0.2413
dec_JAK3_0753	JAK3	JAK1	20927	0.1246
dec_JAK3_0753	JAK3	JAK2	22153	0.1365
dec_JAK3_0753	JAK3	TYK2	21138	0.1501
dec_JAK3_0754	JAK3	JAK1	20927	0.2523
dec_JAK3_0754	JAK3	JAK2	22153	0.2471
dec_JAK3_0754	JAK3	TYK2	21138	0.2248
dec_JAK3_0755	JAK3	JAK1	20927	0.2987
dec_JAK3_0755	JAK3	JAK2	22153	0.3012
dec_JAK3_0755	JAK3	TYK2	21138	0.2068
dec_JAK3_0756	JAK3	JAK1	20927	0.2566
dec_JAK3_0756	JAK3	JAK2	22153	0.2430
dec_JAK3_0756	JAK3	TYK2	21138	0.2279
dec_JAK3_0757	JAK3	JAK1	20927	0.2025
dec_JAK3_0757	JAK3	JAK2	22153	0.1985
dec_JAK3_0757	JAK3	TYK2	21138	0.2189
dec_JAK3_0758	JAK3	JAK1	20927	0.1886
dec_JAK3_0758	JAK3	JAK2	22153	0.1741
dec_JAK3_0758	JAK3	TYK2	21138	0.1973
dec_JAK3_0759	JAK3	JAK1	20927	0.2252
dec_JAK3_0759	JAK3	JAK2	22153	0.2167
dec_JAK3_0759	JAK3	TYK2	21138	0.2320
dec_JAK3_0760	JAK3	JAK1	20927	0.1634
dec_JAK3_0760	JAK3	JAK2	22153	0.1743
dec_JAK3_0760	JAK3	TYK2	21138	0.1538
dec_JAK3_0761	JAK3	JAK1	20927	0.2032
dec_JAK3_0761	JAK3	JAK2	22153	0.1921
dec_JAK3_0761	JAK3	TYK2	21138	0.1746
dec_JAK3_0762	JAK3	JAK1	20927	0.2681
dec_JAK3_0762	JAK3	JAK2	22153	0.2590
dec_JAK3_0762	JAK3	TYK2	21138	0.2330
dec_JAK3_0763	JAK3	JAK1	20927	0.2849
dec_JAK3_0763	JAK3	JAK2	22153	0.2475
dec_JAK3_0763	JAK3	TYK2	21138	0.2293
dec_JAK3_0764	JAK3	JAK1	20927	0.2518
dec_JAK3_0764	JAK3	JAK2	22153	0.2602
dec_JAK3_0764	JAK3	TYK2	21138	0.2263
dec_JAK3_0765	JAK3	JAK1	20927	0.0947
dec_JAK3_0765	JAK3	JAK2	22153	0.1398
dec_JAK3_0765	JAK3	TYK2	21138	0.1594
dec_JAK3_0766	JAK3	JAK1	20927	0.2039
dec_JAK3_0766	JAK3	JAK2	22153	0.2308
dec_JAK3_0766	JAK3	TYK2	21138	0.2163
dec_JAK3_0767	JAK3	JAK1	20927	0.1863
dec_JAK3_0767	JAK3	JAK2	22153	0.2624
dec_JAK3_0767	JAK3	TYK2	21138	0.2386
dec_JAK3_0768	JAK3	JAK1	20927	0.2488
dec_JAK3_0768	JAK3	JAK2	22153	0.2408
dec_JAK3_0768	JAK3	TYK2	21138	0.2186
dec_JAK3_0769	JAK3	JAK1	20927	0.1274
dec_JAK3_0769	JAK3	JAK2	22153	0.1366
dec_JAK3_0769	JAK3	TYK2	21138	0.1628
dec_JAK3_0770	JAK3	JAK1	20927	0.1507
dec_JAK3_0770	JAK3	JAK2	22153	0.1279
dec_JAK3_0770	JAK3	TYK2	21138	0.1642
dec_JAK3_0771	JAK3	JAK1	20927	0.2290
dec_JAK3_0771	JAK3	JAK2	22153	0.2348
dec_JAK3_0771	JAK3	TYK2	21138	0.2183
dec_JAK3_0772	JAK3	JAK1	20927	0.2161
dec_JAK3_0772	JAK3	JAK2	22153	0.1793
dec_JAK3_0772	JAK3	TYK2	21138	0.2460
dec_JAK3_0773	JAK3	JAK1	20927	0.2491
dec_JAK3_0773	JAK3	JAK2	22153	0.1628
dec_JAK3_0773	JAK3	TYK2	21138	0.1672
dec_JAK3_0774	JAK3	JAK1	20927	0.1911
dec_JAK3_0774	JAK3	JAK2	22153	0.2083
dec_JAK3_0774	JAK3	TYK2	21138	0.2086
dec_JAK3_0775	JAK3	JAK1	20927	0.2124
dec_JAK3_0775	JAK3	JAK2	22153	0.2322
dec_JAK3_0775	JAK3	TYK2	21138	0.1997
dec_JAK3_0776	JAK3	JAK1	20927	0.2397
dec_JAK3_0776	JAK3	JAK2	22153	0.2488
dec_JAK3_0776	JAK3	TYK2	21138	0.2589
dec_JAK3_0777	JAK3	JAK1	20927	0.1637
dec_JAK3_0777	JAK3	JAK2	22153	0.1610
dec_JAK3_0777	JAK3	TYK2	21138	0.1712
dec_JAK3_0778	JAK3	JAK1	20927	0.1560
dec_JAK3_0778	JAK3	JAK2	22153	0.1703
dec_JAK3_0778	JAK3	TYK2	21138	0.1971
dec_JAK3_0779	JAK3	JAK1	20927	0.2522
dec_JAK3_0779	JAK3	JAK2	22153	0.2346
dec_JAK3_0779	JAK3	TYK2	21138	0.1960
dec_JAK3_0780	JAK3	JAK1	20927	0.2428
dec_JAK3_0780	JAK3	JAK2	22153	0.2141
dec_JAK3_0780	JAK3	TYK2	21138	0.3246
dec_JAK3_0781	JAK3	JAK1	20927	0.1959
dec_JAK3_0781	JAK3	JAK2	22153	0.1698
dec_JAK3_0781	JAK3	TYK2	21138	0.1877
dec_JAK3_0782	JAK3	JAK1	20927	0.2450
dec_JAK3_0782	JAK3	JAK2	22153	0.2440
dec_JAK3_0782	JAK3	TYK2	21138	0.1707
dec_JAK3_0783	JAK3	JAK1	20927	0.2173
dec_JAK3_0783	JAK3	JAK2	22153	0.2361
dec_JAK3_0783	JAK3	TYK2	21138	0.2474
dec_JAK3_0784	JAK3	JAK1	20927	0.2454
dec_JAK3_0784	JAK3	JAK2	22153	0.2373
dec_JAK3_0784	JAK3	TYK2	21138	0.2447
dec_JAK3_0785	JAK3	JAK1	20927	0.2409
dec_JAK3_0785	JAK3	JAK2	22153	0.2289
dec_JAK3_0785	JAK3	TYK2	21138	0.2848
dec_JAK3_0786	JAK3	JAK1	20927	0.2135
dec_JAK3_0786	JAK3	JAK2	22153	0.2252
dec_JAK3_0786	JAK3	TYK2	21138	0.1978
dec_JAK3_0787	JAK3	JAK1	20927	0.2416
dec_JAK3_0787	JAK3	JAK2	22153	0.2333
dec_JAK3_0787	JAK3	TYK2	21138	0.1783
dec_JAK3_0788	JAK3	JAK1	20927	0.2303
dec_JAK3_0788	JAK3	JAK2	22153	0.2114
dec_JAK3_0788	JAK3	TYK2	21138	0.1618
dec_JAK3_0789	JAK3	JAK1	20927	0.2322
dec_JAK3_0789	JAK3	JAK2	22153	0.2053
dec_JAK3_0789	JAK3	TYK2	21138	0.1731
dec_JAK3_0790	JAK3	JAK1	20927	0.2290
dec_JAK3_0790	JAK3	JAK2	22153	0.2492
dec_JAK3_0790	JAK3	TYK2	21138	0.1918
dec_JAK3_0791	JAK3	JAK1	20927	0.2512
dec_JAK3_0791	JAK3	JAK2	22153	0.2530
dec_JAK3_0791	JAK3	TYK2	21138	0.2784
dec_JAK3_0792	JAK3	JAK1	20927	0.1761
dec_JAK3_0792	JAK3	JAK2	22153	0.1779
dec_JAK3_0792	JAK3	TYK2	21138	0.1820
dec_JAK3_0793	JAK3	JAK1	20927	0.2372
dec_JAK3_0793	JAK3	JAK2	22153	0.2866
dec_JAK3_0793	JAK3	TYK2	21138	0.2495
dec_JAK3_0794	JAK3	JAK1	20927	0.1378
dec_JAK3_0794	JAK3	JAK2	22153	0.1574
dec_JAK3_0794	JAK3	TYK2	21138	0.1611
dec_JAK3_0795	JAK3	JAK1	20927	0.1483
dec_JAK3_0795	JAK3	JAK2	22153	0.1451
dec_JAK3_0795	JAK3	TYK2	21138	0.1590
dec_JAK3_0796	JAK3	JAK1	20927	0.1761
dec_JAK3_0796	JAK3	JAK2	22153	0.1779
dec_JAK3_0796	JAK3	TYK2	21138	0.1820
dec_JAK3_0797	JAK3	JAK1	20927	0.1923
dec_JAK3_0797	JAK3	JAK2	22153	0.2272
dec_JAK3_0797	JAK3	TYK2	21138	0.2271
dec_JAK3_0798	JAK3	JAK1	20927	0.2372
dec_JAK3_0798	JAK3	JAK2	22153	0.2866
dec_JAK3_0798	JAK3	TYK2	21138	0.2495
dec_MAP2K1_0805	MAP2K1	TGFBR1	21394	0.0272
dec_MAP2K1_0805	MAP2K1	MAP2K3	21585	0.1435
dec_MAP2K1_0805	MAP2K1	MAP2K4	21574	0.2713
dec_MAP2K1_0805	MAP2K1	MAP2K5		
dec_MAP2K1_0805	MAP2K1	MAP2K6	21781	0.1516
dec_MAP2K1_0805	MAP2K1	MAP2K7	20533	0.0582
dec_MAP2K1_0805	MAP2K1	KDR	21362	0.0694
dec_MAP2K1_0806	MAP2K1	TGFBR1	21394	0.0813
dec_MAP2K1_0806	MAP2K1	MAP2K3	21585	0.1190
dec_MAP2K1_0806	MAP2K1	MAP2K4	21574	0.2278
dec_MAP2K1_0806	MAP2K1	MAP2K5		
dec_MAP2K1_0806	MAP2K1	MAP2K6	21781	0.1234
dec_MAP2K1_0806	MAP2K1	MAP2K7	20533	0.0551
dec_MAP2K1_0806	MAP2K1	KDR	21362	0.0712
dec_MAP2K1_0807	MAP2K1	TGFBR1	21394	0.0707
dec_MAP2K1_0807	MAP2K1	MAP2K3	21585	0.1618
dec_MAP2K1_0807	MAP2K1	MAP2K4	21574	0.2907
dec_MAP2K1_0807	MAP2K1	MAP2K5		
dec_MAP2K1_0807	MAP2K1	MAP2K6	21781	0.1833
dec_MAP2K1_0807	MAP2K1	MAP2K7	20533	0.0666
dec_MAP2K1_0807	MAP2K1	KDR	21362	0.0495
dec_MAP2K1_0808	MAP2K1	TGFBR1	21394	0.0538
dec_MAP2K1_0808	MAP2K1	MAP2K3	21585	0.1449
dec_MAP2K1_0808	MAP2K1	MAP2K4	21574	0.2311
dec_MAP2K1_0808	MAP2K1	MAP2K5		
dec_MAP2K1_0808	MAP2K1	MAP2K6	21781	0.1507
dec_MAP2K1_0808	MAP2K1	MAP2K7	20533	0.0666
dec_MAP2K1_0808	MAP2K1	KDR	21362	0.0749
dec_MAP2K1_0809	MAP2K1	TGFBR1	21394	0.0427
dec_MAP2K1_0809	MAP2K1	MAP2K3	21585	0.1375
dec_MAP2K1_0809	MAP2K1	MAP2K4	21574	0.2516
dec_MAP2K1_0809	MAP2K1	MAP2K5		
dec_MAP2K1_0809	MAP2K1	MAP2K6	21781	0.1482
dec_MAP2K1_0809	MAP2K1	MAP2K7	20533	0.0799
dec_MAP2K1_0809	MAP2K1	KDR	21362	0.0535
dec_MAP2K1_0810	MAP2K1	TGFBR1	21394	0.0330
