sample_name	target	off_target	off_target_pidx	cosine
dec_CDK6_0271	CDK6	CDK7	21717	0.2354
dec_CDK6_0271	CDK6	CDK9	21720	0.2464
dec_CDK6_0272	CDK6	CDK1	20202	0.2364
dec_CDK6_0272	CDK6	CDK2	20984	0.1754
dec_CDK6_0272	CDK6	CDK7	21717	0.2175
dec_CDK6_0272	CDK6	CDK9	21720	0.1294
dec_CDK6_0273	CDK6	CDK1	20202	0.2414
dec_CDK6_0273	CDK6	CDK2	20984	0.1819
dec_CDK6_0273	CDK6	CDK7	21717	0.1798
dec_CDK6_0273	CDK6	CDK9	21720	0.1105
dec_CDK6_0274	CDK6	CDK1	20202	0.2048
dec_CDK6_0274	CDK6	CDK2	20984	0.1241
dec_CDK6_0274	CDK6	CDK7	21717	0.1421
dec_CDK6_0274	CDK6	CDK9	21720	0.0970
dec_CDK6_0275	CDK6	CDK1	20202	0.1939
dec_CDK6_0275	CDK6	CDK2	20984	0.1689
dec_CDK6_0275	CDK6	CDK7	21717	0.1749
dec_CDK6_0275	CDK6	CDK9	21720	0.1342
dec_CDK6_0276	CDK6	CDK1	20202	0.2136
dec_CDK6_0276	CDK6	CDK2	20984	0.1650
dec_CDK6_0276	CDK6	CDK7	21717	0.1817
dec_CDK6_0276	CDK6	CDK9	21720	0.1172
dec_CDK6_0277	CDK6	CDK1	20202	0.2400
dec_CDK6_0277	CDK6	CDK2	20984	0.1741
dec_CDK6_0277	CDK6	CDK7	21717	0.2123
dec_CDK6_0277	CDK6	CDK9	21720	0.2237
dec_CDK6_0278	CDK6	CDK1	20202	0.1913
dec_CDK6_0278	CDK6	CDK2	20984	0.1261
dec_CDK6_0278	CDK6	CDK7	21717	0.1592
dec_CDK6_0278	CDK6	CDK9	21720	0.1211
dec_CDK6_0279	CDK6	CDK1	20202	0.2777
dec_CDK6_0279	CDK6	CDK2	20984	0.2097
dec_CDK6_0279	CDK6	CDK7	21717	0.2364
dec_CDK6_0279	CDK6	CDK9	21720	0.1836
dec_CDK6_0280	CDK6	CDK1	20202	0.2454
dec_CDK6_0280	CDK6	CDK2	20984	0.1804
dec_CDK6_0280	CDK6	CDK7	21717	0.2253
dec_CDK6_0280	CDK6	CDK9	21720	0.1526
dec_CDK6_0281	CDK6	CDK1	20202	0.2386
dec_CDK6_0281	CDK6	CDK2	20984	0.1855
dec_CDK6_0281	CDK6	CDK7	21717	0.1753
dec_CDK6_0281	CDK6	CDK9	21720	0.2347
dec_CDK6_0282	CDK6	CDK1	20202	0.1944
dec_CDK6_0282	CDK6	CDK2	20984	0.1180
dec_CDK6_0282	CDK6	CDK7	21717	0.1428
dec_CDK6_0282	CDK6	CDK9	21720	0.1236
dec_CDK6_0283	CDK6	CDK1	20202	0.2345
dec_CDK6_0283	CDK6	CDK2	20984	0.1720
dec_CDK6_0283	CDK6	CDK7	21717	0.1799
dec_CDK6_0283	CDK6	CDK9	21720	0.1053
dec_CDK6_0284	CDK6	CDK1	20202	0.2747
dec_CDK6_0284	CDK6	CDK2	20984	0.1904
dec_CDK6_0284	CDK6	CDK7	21717	0.2393
dec_CDK6_0284	CDK6	CDK9	21720	0.2320
dec_CDK6_0285	CDK6	CDK1	20202	0.1847
dec_CDK6_0285	CDK6	CDK2	20984	0.1382
dec_CDK6_0285	CDK6	CDK7	21717	0.1475
dec_CDK6_0285	CDK6	CDK9	21720	0.1168
dec_CDK6_0286	CDK6	CDK1	20202	0.1765
dec_CDK6_0286	CDK6	CDK2	20984	0.1004
dec_CDK6_0286	CDK6	CDK7	21717	0.1293
dec_CDK6_0286	CDK6	CDK9	21720	0.1437
dec_EGFR_0293	EGFR	KCNH2		
dec_EGFR_0293	EGFR	ERBB2	20130	0.3340
dec_EGFR_0293	EGFR	ERBB4	22387	0.3384
dec_EGFR_0294	EGFR	KCNH2		
dec_EGFR_0294	EGFR	ERBB2	20130	0.3226
dec_EGFR_0294	EGFR	ERBB4	22387	0.3139
dec_EGFR_0295	EGFR	KCNH2		
dec_EGFR_0295	EGFR	ERBB2	20130	0.2990
dec_EGFR_0295	EGFR	ERBB4	22387	0.2866
dec_EGFR_0296	EGFR	KCNH2		
dec_EGFR_0296	EGFR	ERBB2	20130	0.3033
dec_EGFR_0296	EGFR	ERBB4	22387	0.3021
dec_EGFR_0297	EGFR	KCNH2		
dec_EGFR_0297	EGFR	ERBB2	20130	0.3109
dec_EGFR_0297	EGFR	ERBB4	22387	0.3083
dec_EGFR_0298	EGFR	KCNH2		
dec_EGFR_0298	EGFR	ERBB2	20130	0.2724
dec_EGFR_0298	EGFR	ERBB4	22387	0.2960
dec_EGFR_0299	EGFR	KCNH2		
dec_EGFR_0299	EGFR	ERBB2	20130	0.2779
dec_EGFR_0299	EGFR	ERBB4	22387	0.2838
dec_EGFR_0300	EGFR	KCNH2		
dec_EGFR_0300	EGFR	ERBB2	20130	0.2743
dec_EGFR_0300	EGFR	ERBB4	22387	0.2684
dec_EGFR_0301	EGFR	KCNH2		
dec_EGFR_0301	EGFR	ERBB2	20130	0.2686
dec_EGFR_0301	EGFR	ERBB4	22387	0.2933
dec_EGFR_0302	EGFR	KCNH2		
dec_EGFR_0302	EGFR	ERBB2	20130	0.2927
dec_EGFR_0302	EGFR	ERBB4	22387	0.2655
dec_EGFR_0303	EGFR	KCNH2		
dec_EGFR_0303	EGFR	ERBB2	20130	0.2758
dec_EGFR_0303	EGFR	ERBB4	22387	0.2541
dec_EGFR_0304	EGFR	KCNH2		
dec_EGFR_0304	EGFR	ERBB2	20130	0.2943
dec_EGFR_0304	EGFR	ERBB4	22387	0.2906
dec_EGFR_0305	EGFR	KCNH2		
dec_EGFR_0305	EGFR	ERBB2	20130	0.2627
dec_EGFR_0305	EGFR	ERBB4	22387	0.2756
dec_EGFR_0306	EGFR	KCNH2		
dec_EGFR_0306	EGFR	ERBB2	20130	0.2717
dec_EGFR_0306	EGFR	ERBB4	22387	0.2623
dec_EGFR_0307	EGFR	KCNH2		
dec_EGFR_0307	EGFR	ERBB2	20130	0.2882
dec_EGFR_0307	EGFR	ERBB4	22387	0.2882
dec_EGFR_0308	EGFR	KCNH2		
dec_EGFR_0308	EGFR	ERBB2	20130	0.2497
dec_EGFR_0308	EGFR	ERBB4	22387	0.2599
dec_EGFR_0309	EGFR	KCNH2		
dec_EGFR_0309	EGFR	ERBB2	20130	0.2769
dec_EGFR_0309	EGFR	ERBB4	22387	0.2840
dec_EGFR_0310	EGFR	KCNH2		
dec_EGFR_0310	EGFR	ERBB2	20130	0.2663
dec_EGFR_0310	EGFR	ERBB4	22387	0.2842
dec_EGFR_0311	EGFR	KCNH2		
dec_EGFR_0311	EGFR	ERBB2	20130	0.2671
dec_EGFR_0311	EGFR	ERBB4	22387	0.2502
dec_EGFR_0312	EGFR	KCNH2		
dec_EGFR_0312	EGFR	ERBB2	20130	0.2688
dec_EGFR_0312	EGFR	ERBB4	22387	0.2577
dec_EGFR_0313	EGFR	KCNH2		
dec_EGFR_0313	EGFR	ERBB2	20130	0.2660
dec_EGFR_0313	EGFR	ERBB4	22387	0.2937
dec_EGFR_0314	EGFR	KCNH2		
dec_EGFR_0314	EGFR	ERBB2	20130	0.2696
dec_EGFR_0314	EGFR	ERBB4	22387	0.2602
dec_EGFR_0315	EGFR	KCNH2		
dec_EGFR_0315	EGFR	ERBB2	20130	0.2491
dec_EGFR_0315	EGFR	ERBB4	22387	0.2423
dec_EGFR_0316	EGFR	KCNH2		
dec_EGFR_0316	EGFR	ERBB2	20130	0.2593
dec_EGFR_0316	EGFR	ERBB4	22387	0.2452
dec_EGFR_0317	EGFR	KCNH2		
dec_EGFR_0317	EGFR	ERBB2	20130	0.2604
dec_EGFR_0317	EGFR	ERBB4	22387	0.2426
dec_EGFR_0318	EGFR	KCNH2		
dec_EGFR_0318	EGFR	ERBB2	20130	0.2409
dec_EGFR_0318	EGFR	ERBB4	22387	0.2619
dec_EGFR_0319	EGFR	KCNH2		
dec_EGFR_0319	EGFR	ERBB2	20130	0.2757
dec_EGFR_0319	EGFR	ERBB4	22387	0.2964
dec_EGFR_0320	EGFR	KCNH2		
dec_EGFR_0320	EGFR	ERBB2	20130	0.2646
dec_EGFR_0320	EGFR	ERBB4	22387	0.2669
dec_EGFR_0321	EGFR	KCNH2		
dec_EGFR_0321	EGFR	ERBB2	20130	0.2608
dec_EGFR_0321	EGFR	ERBB4	22387	0.2514
dec_EGFR_0322	EGFR	KCNH2		
dec_EGFR_0322	EGFR	ERBB2	20130	0.2416
dec_EGFR_0322	EGFR	ERBB4	22387	0.2401
dec_EGFR_0323	EGFR	KCNH2		
dec_EGFR_0323	EGFR	ERBB2	20130	0.2593
dec_EGFR_0323	EGFR	ERBB4	22387	0.2421
dec_EGFR_0324	EGFR	KCNH2		
dec_EGFR_0324	EGFR	ERBB2	20130	0.2754
dec_EGFR_0324	EGFR	ERBB4	22387	0.2927
dec_EGFR_0325	EGFR	KCNH2		
dec_EGFR_0325	EGFR	ERBB2	20130	0.2584
dec_EGFR_0325	EGFR	ERBB4	22387	0.2447
dec_EGFR_0326	EGFR	KCNH2		
dec_EGFR_0326	EGFR	ERBB2	20130	0.2653
dec_EGFR_0326	EGFR	ERBB4	22387	0.2559
dec_EGFR_0327	EGFR	KCNH2		
dec_EGFR_0327	EGFR	ERBB2	20130	0.2608
dec_EGFR_0327	EGFR	ERBB4	22387	0.2665
dec_EGFR_0328	EGFR	KCNH2		
dec_EGFR_0328	EGFR	ERBB2	20130	0.2746
dec_EGFR_0328	EGFR	ERBB4	22387	0.2686
dec_EGFR_0329	EGFR	KCNH2		
dec_EGFR_0329	EGFR	ERBB2	20130	0.2627
dec_EGFR_0329	EGFR	ERBB4	22387	0.2431
dec_EGFR_0330	EGFR	KCNH2		
dec_EGFR_0330	EGFR	ERBB2	20130	0.2359
dec_EGFR_0330	EGFR	ERBB4	22387	0.2395
dec_EGFR_0331	EGFR	KCNH2		
dec_EGFR_0331	EGFR	ERBB2	20130	0.2615
dec_EGFR_0331	EGFR	ERBB4	22387	0.2585
dec_EGFR_0332	EGFR	KCNH2		
dec_EGFR_0332	EGFR	ERBB2	20130	0.2505
dec_EGFR_0332	EGFR	ERBB4	22387	0.2814
dec_EGFR_0333	EGFR	KCNH2		
dec_EGFR_0333	EGFR	ERBB2	20130	0.2693
dec_EGFR_0333	EGFR	ERBB4	22387	0.2607
dec_EGFR_0334	EGFR	KCNH2		
dec_EGFR_0334	EGFR	ERBB2	20130	0.2656
dec_EGFR_0334	EGFR	ERBB4	22387	0.2803
dec_EGFR_0335	EGFR	KCNH2		
dec_EGFR_0335	EGFR	ERBB2	20130	0.2605
dec_EGFR_0335	EGFR	ERBB4	22387	0.2884
dec_EGFR_0336	EGFR	KCNH2		
dec_EGFR_0336	EGFR	ERBB2	20130	0.2596
dec_EGFR_0336	EGFR	ERBB4	22387	0.2848
dec_EGFR_0337	EGFR	KCNH2		
dec_EGFR_0337	EGFR	ERBB2	20130	0.2628
dec_EGFR_0337	EGFR	ERBB4	22387	0.2377
dec_EGFR_0338	EGFR	KCNH2		
dec_EGFR_0338	EGFR	ERBB2	20130	0.2597
dec_EGFR_0338	EGFR	ERBB4	22387	0.2737
dec_EGFR_0339	EGFR	KCNH2		
dec_EGFR_0339	EGFR	ERBB2	20130	0.2686
dec_EGFR_0339	EGFR	ERBB4	22387	0.2743
dec_EGFR_0340	EGFR	KCNH2		
dec_EGFR_0340	EGFR	ERBB2	20130	0.2554
dec_EGFR_0340	EGFR	ERBB4	22387	0.2556
dec_EGFR_0341	EGFR	KCNH2		
dec_EGFR_0341	EGFR	ERBB2	20130	0.2624
dec_EGFR_0341	EGFR	ERBB4	22387	0.2717
dec_EGFR_0342	EGFR	KCNH2		
dec_EGFR_0342	EGFR	ERBB2	20130	0.2471
dec_EGFR_0342	EGFR	ERBB4	22387	0.2370
dec_EGFR_0343	EGFR	KCNH2		
dec_EGFR_0343	EGFR	ERBB2	20130	0.2571
dec_EGFR_0343	EGFR	ERBB4	22387	0.2715
dec_EGFR_0344	EGFR	KCNH2		
dec_EGFR_0344	EGFR	ERBB2	20130	0.2386
dec_EGFR_0344	EGFR	ERBB4	22387	0.2455
dec_EGFR_0345	EGFR	KCNH2		
dec_EGFR_0345	EGFR	ERBB2	20130	0.2790
dec_EGFR_0345	EGFR	ERBB4	22387	0.2865
dec_EGFR_0346	EGFR	KCNH2		
dec_EGFR_0346	EGFR	ERBB2	20130	0.2871
dec_EGFR_0346	EGFR	ERBB4	22387	0.2839
dec_EGFR_0347	EGFR	KCNH2		
dec_EGFR_0347	EGFR	ERBB2	20130	0.2526
dec_EGFR_0347	EGFR	ERBB4	22387	0.2680
dec_EGFR_0348	EGFR	KCNH2		
dec_EGFR_0348	EGFR	ERBB2	20130	0.2571
dec_EGFR_0348	EGFR	ERBB4	22387	0.2512
dec_EGFR_0349	EGFR	KCNH2		
dec_EGFR_0349	EGFR	ERBB2	20130	0.2635
dec_EGFR_0349	EGFR	ERBB4	22387	0.2533
dec_EGFR_0350	EGFR	KCNH2		
dec_EGFR_0350	EGFR	ERBB2	20130	0.2704
dec_EGFR_0350	EGFR	ERBB4	22387	0.2610
dec_EGFR_0351	EGFR	KCNH2		
dec_EGFR_0351	EGFR	ERBB2	20130	0.2540
dec_EGFR_0351	EGFR	ERBB4	22387	0.2816
dec_EGFR_0352	EGFR	KCNH2		
dec_EGFR_0352	EGFR	ERBB2	20130	0.2497
dec_EGFR_0352	EGFR	ERBB4	22387	0.2532
dec_EGFR_0353	EGFR	KCNH2		
dec_EGFR_0353	EGFR	ERBB2	20130	0.2631
dec_EGFR_0353	EGFR	ERBB4	22387	0.2491
dec_EGFR_0354	EGFR	KCNH2		
dec_EGFR_0354	EGFR	ERBB2	20130	0.2207
dec_EGFR_0354	EGFR	ERBB4	22387	0.2299
dec_EGFR_0355	EGFR	KCNH2		
dec_EGFR_0355	EGFR	ERBB2	20130	0.2756
dec_EGFR_0355	EGFR	ERBB4	22387	0.2981
dec_EGFR_0356	EGFR	KCNH2		
dec_EGFR_0356	EGFR	ERBB2	20130	0.2619
dec_EGFR_0356	EGFR	ERBB4	22387	0.2699
dec_EGFR_0357	EGFR	KCNH2		
dec_EGFR_0357	EGFR	ERBB2	20130	0.2442
dec_EGFR_0357	EGFR	ERBB4	22387	0.2572
dec_EGFR_0358	EGFR	KCNH2		
dec_EGFR_0358	EGFR	ERBB2	20130	0.2363
dec_EGFR_0358	EGFR	ERBB4	22387	0.2658
dec_EGFR_0359	EGFR	KCNH2		
dec_EGFR_0359	EGFR	ERBB2	20130	0.2567
dec_EGFR_0359	EGFR	ERBB4	22387	0.2866
dec_EGFR_0360	EGFR	KCNH2		
dec_EGFR_0360	EGFR	ERBB2	20130	0.2305
dec_EGFR_0360	EGFR	ERBB4	22387	0.2402
dec_EGFR_0361	EGFR	KCNH2		
dec_EGFR_0361	EGFR	ERBB2	20130	0.2389
dec_EGFR_0361	EGFR	ERBB4	22387	0.2193
dec_EGFR_0362	EGFR	KCNH2		
dec_EGFR_0362	EGFR	ERBB2	20130	0.2354
dec_EGFR_0362	EGFR	ERBB4	22387	0.2677
dec_EGFR_0363	EGFR	KCNH2		
dec_EGFR_0363	EGFR	ERBB2	20130	0.2495
dec_EGFR_0363	EGFR	ERBB4	22387	0.2315
dec_EGFR_0364	EGFR	KCNH2		
dec_EGFR_0364	EGFR	ERBB2	20130	0.2562
dec_EGFR_0364	EGFR	ERBB4	22387	0.2834
dec_EGFR_0365	EGFR	KCNH2		
dec_EGFR_0365	EGFR	ERBB2	20130	0.2405
dec_EGFR_0365	EGFR	ERBB4	22387	0.2672
dec_EGFR_0366	EGFR	KCNH2		
dec_EGFR_0366	EGFR	ERBB2	20130	0.2522
dec_EGFR_0366	EGFR	ERBB4	22387	0.2598
dec_EGFR_0367	EGFR	KCNH2		
dec_EGFR_0367	EGFR	ERBB2	20130	0.2531
dec_EGFR_0367	EGFR	ERBB4	22387	0.2675
dec_EGFR_0368	EGFR	KCNH2		
dec_EGFR_0368	EGFR	ERBB2	20130	0.2543
dec_EGFR_0368	EGFR	ERBB4	22387	0.2738
dec_EGFR_0369	EGFR	KCNH2		
dec_EGFR_0369	EGFR	ERBB2	20130	0.2144
dec_EGFR_0369	EGFR	ERBB4	22387	0.2303
dec_EGFR_0370	EGFR	KCNH2		
dec_EGFR_0370	EGFR	ERBB2	20130	0.2422
dec_EGFR_0370	EGFR	ERBB4	22387	0.2536
dec_EGFR_0371	EGFR	KCNH2		
dec_EGFR_0371	EGFR	ERBB2	20130	0.2272
dec_EGFR_0371	EGFR	ERBB4	22387	0.2568
dec_EGFR_0372	EGFR	KCNH2		
dec_EGFR_0372	EGFR	ERBB2	20130	0.2524
dec_EGFR_0372	EGFR	ERBB4	22387	0.2541
dec_EGFR_0373	EGFR	KCNH2		
dec_EGFR_0373	EGFR	ERBB2	20130	0.2576
dec_EGFR_0373	EGFR	ERBB4	22387	0.2668
dec_EGFR_0374	EGFR	KCNH2		
dec_EGFR_0374	EGFR	ERBB2	20130	0.2471
dec_EGFR_0374	EGFR	ERBB4	22387	0.2854
dec_EGFR_0375	EGFR	KCNH2		
dec_EGFR_0375	EGFR	ERBB2	20130	0.2491
dec_EGFR_0375	EGFR	ERBB4	22387	0.2341
dec_EGFR_0376	EGFR	KCNH2		
dec_EGFR_0376	EGFR	ERBB2	20130	0.2299
dec_EGFR_0376	EGFR	ERBB4	22387	0.2389
dec_EGFR_0377	EGFR	KCNH2		
dec_EGFR_0377	EGFR	ERBB2	20130	0.2524
dec_EGFR_0377	EGFR	ERBB4	22387	0.2541
dec_EGFR_0378	EGFR	KCNH2		
dec_EGFR_0378	EGFR	ERBB2	20130	0.2576
dec_EGFR_0378	EGFR	ERBB4	22387	0.2668
dec_EGFR_0379	EGFR	KCNH2		
dec_EGFR_0379	EGFR	ERBB2	20130	0.2471
dec_EGFR_0379	EGFR	ERBB4	22387	0.2854
dec_EGFR_0380	EGFR	KCNH2		
dec_EGFR_0380	EGFR	ERBB2	20130	0.2491
dec_EGFR_0380	EGFR	ERBB4	22387	0.2341
dec_F11_0387	F11	F2	19977	0.0328
dec_F11_0387	F11	F10	19994	0.0265
dec_F11_0387	F11	F9	19993	0.0823
dec_F11_0387	F11	F7	20349	0.0505
dec_F11_0387	F11	KLKB1	20087	0.2170
dec_F11_0387	F11	PLAU	20002	0.1156
dec_F11_0387	F11	ST14	19806	0.0524
dec_F11_0387	F11	PRSS1	20254	0.0216
dec_F11_0388	F11	F2	19977	0.0245
dec_F11_0388	F11	F10	19994	0.0244
dec_F11_0388	F11	F9	19993	0.0807
dec_F11_0388	F11	F7	20349	0.0446
dec_F11_0388	F11	KLKB1	20087	0.2312
dec_F11_0388	F11	PLAU	20002	0.0950
dec_F11_0388	F11	ST14	19806	0.0358
dec_F11_0388	F11	PRSS1	20254	0.0325
dec_F11_0389	F11	F2	19977	0.0294
dec_F11_0389	F11	F10	19994	0.0355
dec_F11_0389	F11	F9	19993	0.1157
dec_F11_0389	F11	F7	20349	0.0773
dec_F11_0389	F11	KLKB1	20087	0.2265
dec_F11_0389	F11	PLAU	20002	0.1069
dec_F11_0389	F11	ST14	19806	0.0677
dec_F11_0389	F11	PRSS1	20254	0.0195
dec_F11_0390	F11	F2	19977	0.0238
dec_F11_0390	F11	F10	19994	0.0554
dec_F11_0390	F11	F9	19993	0.1105
dec_F11_0390	F11	F7	20349	0.0772
dec_F11_0390	F11	KLKB1	20087	0.2254
dec_F11_0390	F11	PLAU	20002	0.1339
dec_F11_0390	F11	ST14	19806	0.0785
dec_F11_0390	F11	PRSS1	20254	0.0174
dec_F11_0391	F11	F2	19977	0.1282
dec_F11_0391	F11	F10	19994	0.1423
dec_F11_0391	F11	F9	19993	0.0887
dec_F11_0391	F11	F7	20349	0.1319
dec_F11_0391	F11	KLKB1	20087	0.3054
dec_F11_0391	F11	PLAU	20002	0.1853
dec_F11_0391	F11	ST14	19806	0.1128
dec_F11_0391	F11	PRSS1	20254	0.1064
dec_F11_0392	F11	F2	19977	0.0241
dec_F11_0392	F11	F10	19994	0.0469
dec_F11_0392	F11	F9	19993	0.0976
dec_F11_0392	F11	F7	20349	0.0702
dec_F11_0392	F11	KLKB1	20087	0.2110
dec_F11_0392	F11	PLAU	20002	0.1059
dec_F11_0392	F11	ST14	19806	0.0598
dec_F11_0392	F11	PRSS1	20254	0.0143
dec_F11_0393	F11	F2	19977	0.0089
dec_F11_0393	F11	F10	19994	0.0205
dec_F11_0393	F11	F9	19993	0.0951
dec_F11_0393	F11	F7	20349	0.0627
dec_F11_0393	F11	KLKB1	20087	0.2139
dec_F11_0393	F11	PLAU	20002	0.0923
dec_F11_0393	F11	ST14	19806	0.0316
dec_F11_0393	F11	PRSS1	20254	-0.0025
dec_F11_0394	F11	F2	19977	0.1364
dec_F11_0394	F11	F10	19994	0.1808
dec_F11_0394	F11	F9	19993	0.0839
dec_F11_0394	F11	F7	20349	0.1284
dec_F11_0394	F11	KLKB1	20087	0.3269
dec_F11_0394	F11	PLAU	20002	0.1752
dec_F11_0394	F11	ST14	19806	0.1049
dec_F11_0394	F11	PRSS1	20254	0.1427
dec_F11_0395	F11	F2	19977	0.1242
dec_F11_0395	F11	F10	19994	0.1538
dec_F11_0395	F11	F9	19993	0.0942
dec_F11_0395	F11	F7	20349	0.1740
dec_F11_0395	F11	KLKB1	20087	0.2912
dec_F11_0395	F11	PLAU	20002	0.1419
dec_F11_0395	F11	ST14	19806	0.1376
dec_F11_0395	F11	PRSS1	20254	0.0912
dec_F11_0396	F11	F2	19977	0.1514
dec_F11_0396	F11	F10	19994	0.1608
dec_F11_0396	F11	F9	19993	0.1016
dec_F11_0396	F11	F7	20349	0.1501
dec_F11_0396	F11	KLKB1	20087	0.3350
dec_F11_0396	F11	PLAU	20002	0.1666
dec_F11_0396	F11	ST14	19806	0.1271
dec_F11_0396	F11	PRSS1	20254	0.0911
dec_F11_0397	F11	F2	19977	0.0990
dec_F11_0397	F11	F10	19994	0.0964
dec_F11_0397	F11	F9	19993	0.0997
dec_F11_0397	F11	F7	20349	0.1544
dec_F11_0397	F11	KLKB1	20087	0.2990
dec_F11_0397	F11	PLAU	20002	0.1630
dec_F11_0397	F11	ST14	19806	0.1369
dec_F11_0397	F11	PRSS1	20254	0.1399
dec_F11_0398	F11	F2	19977	0.0953
dec_F11_0398	F11	F10	19994	0.1539
dec_F11_0398	F11	F9	19993	0.1061
dec_F11_0398	F11	F7	20349	0.1279
dec_F11_0398	F11	KLKB1	20087	0.3183
dec_F11_0398	F11	PLAU	20002	0.1590
dec_F11_0398	F11	ST14	19806	0.0947
dec_F11_0398	F11	PRSS1	20254	0.0977
dec_F11_0399	F11	F2	19977	0.1350
dec_F11_0399	F11	F10	19994	0.1789
dec_F11_0399	F11	F9	19993	0.1083
dec_F11_0399	F11	F7	20349	0.1545
dec_F11_0399	F11	KLKB1	20087	0.2753
dec_F11_0399	F11	PLAU	20002	0.1693
dec_F11_0399	F11	ST14	19806	0.1306
dec_F11_0399	F11	PRSS1	20254	0.1481
dec_F11_0400	F11	F2	19977	0.0242
dec_F11_0400	F11	F10	19994	0.0676
dec_F11_0400	F11	F9	19993	0.1262
dec_F11_0400	F11	F7	20349	0.0856
dec_F11_0400	F11	KLKB1	20087	0.1801
dec_F11_0400	F11	PLAU	20002	0.1170
dec_F11_0400	F11	ST14	19806	0.0470
dec_F11_0400	F11	PRSS1	20254	0.0479
dec_F11_0401	F11	F2	19977	0.1053
dec_F11_0401	F11	F10	19994	0.1289
dec_F11_0401	F11	F9	19993	0.0817
dec_F11_0401	F11	F7	20349	0.1559
dec_F11_0401	F11	KLKB1	20087	0.3005
dec_F11_0401	F11	PLAU	20002	0.1271
dec_F11_0401	F11	ST14	19806	0.0599
dec_F11_0401	F11	PRSS1	20254	0.0224
dec_F11_0402	F11	F2	19977	0.1191
dec_F11_0402	F11	F10	19994	0.1467
dec_F11_0402	F11	F9	19993	0.0780
dec_F11_0402	F11	F7	20349	0.1398
dec_F11_0402	F11	KLKB1	20087	0.3136
dec_F11_0402	F11	PLAU	20002	0.1465
dec_F11_0402	F11	ST14	19806	0.0799
dec_F11_0402	F11	PRSS1	20254	0.0499
dec_F11_0403	F11	F2	19977	0.0297
dec_F11_0403	F11	F10	19994	0.0781
dec_F11_0403	F11	F9	19993	0.1307
dec_F11_0403	F11	F7	20349	0.1144
dec_F11_0403	F11	KLKB1	20087	0.2651
dec_F11_0403	F11	PLAU	20002	0.1223
dec_F11_0403	F11	ST14	19806	0.0741
dec_F11_0403	F11	PRSS1	20254	0.0294
dec_F11_0404	F11	F2	19977	0.0877
dec_F11_0404	F11	F10	19994	0.1394
dec_F11_0404	F11	F9	19993	0.1166
dec_F11_0404	F11	F7	20349	0.1114
dec_F11_0404	F11	KLKB1	20087	0.3034
dec_F11_0404	F11	PLAU	20002	0.1455
dec_F11_0404	F11	ST14	19806	0.0751
dec_F11_0404	F11	PRSS1	20254	0.0777
dec_F11_0405	F11	F2	19977	0.1451
dec_F11_0405	F11	F10	19994	0.1786
dec_F11_0405	F11	F9	19993	0.1123
dec_F11_0405	F11	F7	20349	0.1372
dec_F11_0405	F11	KLKB1	20087	0.3167
dec_F11_0405	F11	PLAU	20002	0.1796
dec_F11_0405	F11	ST14	19806	0.1113
dec_F11_0405	F11	PRSS1	20254	0.1222
dec_F11_0406	F11	F2	19977	0.1370
dec_F11_0406	F11	F10	19994	0.1580
dec_F11_0406	F11	F9	19993	0.0855
dec_F11_0406	F11	F7	20349	0.1257
dec_F11_0406	F11	KLKB1	20087	0.3293
dec_F11_0406	F11	PLAU	20002	0.1509
dec_F11_0406	F11	ST14	19806	0.0837
dec_F11_0406	F11	PRSS1	20254	0.0942
dec_F11_0407	F11	F2	19977	0.0020
dec_F11_0407	F11	F10	19994	0.0016
dec_F11_0407	F11	F9	19993	0.1044
dec_F11_0407	F11	F7	20349	0.0419
dec_F11_0407	F11	KLKB1	20087	0.2065
dec_F11_0407	F11	PLAU	20002	0.0875
dec_F11_0407	F11	ST14	19806	0.0418
dec_F11_0407	F11	PRSS1	20254	-0.0052
dec_F11_0408	F11	F2	19977	0.0889
dec_F11_0408	F11	F10	19994	0.1301
dec_F11_0408	F11	F9	19993	0.0632
dec_F11_0408	F11	F7	20349	0.1142
dec_F11_0408	F11	KLKB1	20087	0.2976
dec_F11_0408	F11	PLAU	20002	0.1130
dec_F11_0408	F11	ST14	19806	0.0663
dec_F11_0408	F11	PRSS1	20254	0.0951
dec_F11_0409	F11	F2	19977	0.0512
dec_F11_0409	F11	F10	19994	0.0568
dec_F11_0409	F11	F9	19993	0.1074
dec_F11_0409	F11	F7	20349	0.0902
dec_F11_0409	F11	KLKB1	20087	0.2304
dec_F11_0409	F11	PLAU	20002	0.1542
dec_F11_0409	F11	ST14	19806	0.0745
dec_F11_0409	F11	PRSS1	20254	0.0326
dec_F11_0410	F11	F2	19977	0.1090
dec_F11_0410	F11	F10	19994	0.1097
dec_F11_0410	F11	F9	19993	0.0880
dec_F11_0410	F11	F7	20349	0.1467
dec_F11_0410	F11	KLKB1	20087	0.2879
dec_F11_0410	F11	PLAU	20002	0.1367
dec_F11_0410	F11	ST14	19806	0.1144
dec_F11_0410	F11	PRSS1	20254	0.0772
dec_F11_0411	F11	F2	19977	0.1198
dec_F11_0411	F11	F10	19994	0.1358
dec_F11_0411	F11	F9	19993	0.0734
dec_F11_0411	F11	F7	20349	0.1269
dec_F11_0411	F11	KLKB1	20087	0.3221
dec_F11_0411	F11	PLAU	20002	0.1321
dec_F11_0411	F11	ST14	19806	0.0877
dec_F11_0411	F11	PRSS1	20254	0.0688
dec_F11_0412	F11	F2	19977	0.0679
dec_F11_0412	F11	F10	19994	0.0650
