drug_idx	cosine	rank	drug_smiles	leakage_class	drug_name	tag	panel_leakage_class
272728	0.3493293	141	C#C[C@@]1(O)[C@@H](COC(Cc2ccccc2)(C(=O)O)C(=O)NC)O[C@@H](n2cnc3c(NCC4CC4)nc(Cl)nc32)[C@@H]1O	A			
272317	0.34931442	142	C#C[C@@]1(O)[C@@H](CO[C@](Cc2ccccc2)(C(=O)O)c2nnn[nH]2)O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@@H]1O	A			
273435	0.34911084	143	O=c1[nH]cc(-c2cc(N3CCC(F)(F)C3)c3nccn3n2)c(=O)[nH]1	A			
273074	0.34870988	144	N#Cc1ccc([C@H]2C[C@@H]2c2cc(-c3c[nH]c(=O)[nH]c3=O)nn3ccnc23)c(F)c1	A			
272735	0.34870604	145	C#C[C@@]1(O)[C@@H](COC(Cc2ccccc2)(C(=O)O)C(=O)O)O[C@@H](n2cnc3c(N(C)C)nc(Cl)nc32)[C@@H]1O	A			
272308	0.3486848	146	C#C[C@@]1(O)[C@@H](CO[C@@](Cc2ccccc2)(C(=O)O)c2nnn[nH]2)O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@@H]1O	A			
273080	0.34860435	147	N#Cc1ccc([C@H]2C[C@@H]2c2cc(-c3c[nH]c(=O)[nH]c3=O)nn3ccnc23)cc1F	A			
273260	0.3481919	148	O=C(c1ccccc1)C(OC[C@H]1O[C@@H](n2ncc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O)P(=O)(O)O	A			
273386	0.34802496	149	O=c1[nH]cc(-c2cc(N3CC(F)(F)C4(CC4)C3)c3ncc(F)n3n2)c(=O)[nH]1	A			
272417	0.34801513	150	CC1(CC(F)F)CN(c2cc(-c3c[nH]c(=O)[nH]c3=O)nn3ccnc23)C1	A			
273705	0.34782338	151	c1ccc(-n2nccc2-c2ccc3nnn(-c4ccc5cn[nH]c5c4)c3c2)cc1	A			
273419	0.34781098	152	O=c1[nH]cc(-c2cc(N3CC4CC(F)(C4)C3)c3nccn3n2)c(=O)[nH]1	A			
272852	0.3474418	153	COC1(C(F)(F)F)CCN(c2cc(-c3c[nH]c(=O)[nH]c3=O)nn3ccnc23)C1	A			
272724	0.3474203	154	C#C[C@@]1(O)[C@@H](COC(Cc2cccc(Cl)c2)(C(=O)O)C(=O)O)O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@@H]1O	A			
273314	0.34737712	155	O=P(O)(O)CP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N4CC5(CCCC5)c5ccccc54)nc(Cl)nc32)[C@@H](O)C1O	A			
273641	0.3473471	156	O=c1[nH]cc(-c2cc([C@H]3C[C@@H]3c3ccc4cnn(CC(F)(F)F)c4c3F)c3nccn3n2)c(=O)[nH]1	A			
273537	0.34732395	157	O=c1[nH]cc(-c2cc([C@@H]3C[C@H]3c3cccc(OC(F)(F)F)c3)c3nccn3n2)c(=O)[nH]1	A			
273135	0.34730557	158	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COC(Cc2ccc(Cl)c(Cl)c2)(C(=O)O)C(=O)O)[C@@H](O)[C@@H]1F	A			
272455	0.34726602	159	CN(C)C(=O)c1ccc([C@H]2C[C@@H]2c2cc(-c3c[nH]c(=O)[nH]c3=O)nn3ccnc23)cc1	A			
273536	0.3472357	160	O=c1[nH]cc(-c2cc([C@@H]3C[C@H]3c3cccc(C(F)(F)F)c3)c3nccn3n2)c(=O)[nH]1	A			
273652	0.34709713	161	O=c1[nH]cc(-c2cc([C@H]3C[C@@H]3c3ccc4nc(C(F)F)sc4c3)c3nccn3n2)c(=O)[nH]1	A			
273676	0.3470793	162	O=c1[nH]cc(-c2cc([C@H]3C[C@@H]3c3cnc(C(F)(F)F)nc3)c3nccn3n2)c(=O)[nH]1	A			
273683	0.34696093	163	O=c1[nH]cc(-c2cc([C@H]3C[C@@H]3c3cnn(C(F)F)c3)c3ncc(F)n3n2)c(=O)[nH]1	A			
272792	0.34690624	164	C#C[C@@]1(O)[C@@H](COC(Cc2ccccc2)C(=O)O)O[C@@H](n2cnc3c(NC4CCOCC4)nc(Cl)nc32)[C@@H]1O	A			
273605	0.34678364	165	O=c1[nH]cc(-c2cc([C@H]3C[C@@H]3c3ccc(OC(F)F)nc3)c3ncc(F)n3n2)c(=O)[nH]1	A			
272421	0.3466428	166	CC1CN(C(=O)c2ccc([C@H]3C[C@@H]3c3cc(-c4c[nH]c(=O)[nH]c4=O)nn4ccnc34)cc2)C1	A			
273402	0.34644374	167	O=c1[nH]cc(-c2cc(N3CC(OCC(F)F)C(F)(F)C3)c3nccn3n2)c(=O)[nH]1	A			
272409	0.34641874	168	CC1(C)CN(c2cc(-c3c[nH]c(=O)[nH]c3=O)nn3cc(Cl)nc23)CC1(F)F	A			
