drug_name	smiles	source_note
AOPCP	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O	α,β-methylene-ADP; classical biochemistry literature, Strater 2006 review
