drug_idx	cosine	rank	drug_smiles	leakage_class	drug_name	tag	panel_leakage_class
521140	0.28489676	109	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]4C[C@H](Nc5ccncn5)C[C@@H]4COP(=O)(S)O[C@@H]2[C@@H]3O)c(=O)[nH]1	A			
520639	0.28476536	110	Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@@](=O)(S)O[C@H]4[C@H]5OC[C@]4(CO[P@@](=O)(S)O[C@@H]2[C@@H]3O)O[C@H]5n2cnc3c(N)ncnc32)c(=O)[nH]1	A			
460994	0.2847569	111	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[C@@H]2[C@H](O)[C@@H](CO[P@@](=O)(O)O[C@@H]3[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]3n3cnc4c(N)ncnc43)O[C@H]2n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O	B			
520617	0.28418082	112	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)OC[C@@H]4[C@@H](COP(=O)(S)O[C@H]3[C@H]2F)C[C@H]4n2cnc3c(N)n4ccnc4nc32)c(=O)[nH]1	A			
520632	0.28413877	113	Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@@](=O)(S)O[C@@H]4[C@@H](CO[P@](=O)(S)O[C@@H]2[C@@H]3CO)C[C@@H](n2cnc3c(N)ncnc32)[C@@H]4O)c(=O)[nH]1	A			
521138	0.28405055	114	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@@H]4[C@@H](COP(=O)(O)O[C@@H]2[C@@H]3O)C[C@@H](Nc2ncncc2F)[C@@H]4O)c(=O)[nH]1	A			
520685	0.2839493	115	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(S)O[C@H]3[C@@H](F)[C@H](n4cnc5c(=O)[nH]cnc54)O[C@@H]3COS(=O)(=O)O[C@H]2[C@H]1F	A			
3113	0.2837303	116	O=C1[C@@H]2CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(ncn4[C@H](O2)[C@@H]1O)c3=O	B			
521144	0.28358087	117	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]4C[C@H](Oc5ccncn5)C[C@@H]4COP(=O)(S)O[C@@H]2[C@@H]3O)c(=O)[nH]1	A			
510020	0.28347224	118	Nc1nc2c(nc3n2CCOP(=O)(S)OC[C@H]2O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(S)OC3)[C@H]2F)c(=O)[nH]1	A			
8434	0.28284898	119	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)([O-])O[C@@H]3[C@H](O)[C@@H](CO[P@](=O)([O-])O[C@@H]1[C@@H]2O)O[C@H]3n1cnc2c(=O)[nH]c(=[NH2+])[nH]c21	A			
7828	0.28248915	120	[NH2+]=c1[nH]c(=O)c2[nH]c[n+]([C@@H]3O[C@H](CO[P@@](=O)([O-])O[C@H]4[C@@H](O)[C@H]([n+]5c[nH]c6c(=O)[nH]c(=[NH2+])[nH]c65)O[C@@H]4COP(O)O)[C@@H](O[P+](=O)[O-])[C@H]3O)c2[nH]1	B			
521145	0.28240606	121	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]4C[C@H](Oc5cnccn5)C[C@@H]4COP(=O)(O)O[C@@H]2[C@@H]3O)c(=O)[nH]1	A			
520641	0.28200614	122	Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@](=O)(S)O[C@@H]4[C@@H](CO[P@@](=O)(S)O[C@@H]2[C@@H]3CO)C[C@@H](n2cnc3c(N)ncnc32)[C@@H]4O)c(=O)[nH]1	A			
520661	0.28173837	123	Nc1nc2c(nnn2[C@@H]2O[C@@H]3COP(=O)(S)OCCn4c(nc5cncnc54)COP(=O)(S)O[C@@H]2[C@H]3F)c(=O)[nH]1	A			
510038	0.2815781	124	Nc1nc2c(ncn2[C@H]2O[C@@H]3COP(=O)(S)OCCn4c(nc5cncnc54)COP(=S)(S)O[C@@H]2[C@@H]3F)c(=O)[nH]1	A			
520678	0.2811798	125	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]3[C@@H](F)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COS(=O)(=O)N[C@H]2[C@H]1F	A			
3800	0.28095558	126	Cc1cc2c(cc1C)N(C(=O)CCc1ccc(Br)cc1)c1c([nH]c(=O)[nH]c1=O)N2C[C@H](O)[C@H](O)[C@H](O)CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	B			
520642	0.28082445	127	Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@](=O)(S)O[C@@H]4[C@@H](CO[P@](=O)(S)O[C@@H]2[C@@H]3CO)C[C@@H](n2ccc3c(N)ncnc32)[C@@H]4O)c(=O)[nH]1	A			
5071	0.2807454	128	C[n+]1cn([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(=[NH2+])[nH]c54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2[nH]c(=[NH2+])[nH]c(=O)c21	B			
68843	0.28063408	129	CO[C@@H]1[C@@H]2OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](OC)[C@@H]3OP(=O)(O)OC[C@H]2O[C@H]1n1cnc2c(=O)[nH]c(N)nc21	B			
510039	0.28041914	130	Nc1nc2c(nnn2[C@@H]2O[C@@H]3COP(=O)(S)OCCn4c(nc5cncnc54)COP(=O)(S)O[C@@H]2[C@@H]3F)c(=O)[nH]1	A			
520663	0.28029397	131	Nc1nc2c(nnn2[C@H]2O[C@@H]3COP(=O)(S)OCCn4c(nc5cncnc54)COP(=O)(S)O[C@@H]2[C@@H]3F)c(=O)[nH]1	A			
13222	0.28023618	132	NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	B			
520668	0.2799923	133	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CNS(=O)(=O)O[C@H]3[C@@H](F)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]2[C@H]1F	A			
985	0.2798684	134	C[n+]1cn([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(=[NH2+])[nH]c54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2[nH]c(=[NH2+])[nH]c(=O)c21	B			
520630	0.2794252	135	Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@@](=O)(S)O[C@@H]4[C@@H](CO[P@](=O)(S)O[C@@H]2[C@@H]3CO)C[C@@H](n2ccc3c(N)ncnc32)[C@@H]4O)c(=O)[nH]1	A			
5015	0.2790822	136	CO[C@@H]1[C@H](O[P@](=O)([O-])OCCCCO)[C@@H](CO[P@@](=O)([O-])O[C@H]2C[N@H+](Cc3c[nH]c4c(N)ncnc34)C[C@@H]2CO[P@@](=O)([O-])OCCCO)O[C@H]1n1cnc2c(=O)[nH]c(=[NH2+])[nH]c21	B			
520629	0.27855626	137	Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@@](=O)(S)O[C@@H]4[C@@H](CO[P@@](=O)(S)O[C@@H]2[C@@H]3CO)C[C@@H](n2cnc3c(N)ncnc32)[C@@H]4O)c(=O)[nH]1	A			
12865	0.27827036	138	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)([O-])O[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(=O)[nH]c(=[NH2+])[nH]c32)[C@@H](OP(=O)([O-])[O-])[C@H]1O	B			
520640	0.2782604	139	Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@](=O)(S)O[C@@H]4[C@@H](CO[P@@](=O)(S)O[C@@H]2[C@@H]3CO)C[C@@H](n2ccc3c(N)ncnc32)[C@@H]4O)c(=O)[nH]1	A			
521143	0.27772304	140	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]4C[C@H](Oc5ccccn5)C[C@@H]4COP(=O)(O)O[C@@H]2[C@@H]3O)c(=O)[nH]1	A			
461185	0.277581	141	Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@H](O)[C@@H](COP(=O)(O)O[C@@H]3[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]3n3c(Br)nc4c(N)ncnc43)O[C@H]2n2c(Br)nc3c(N)ncnc32)[C@@H](O)[C@H]1O	B			
13191	0.27753285	142	NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	B			
13908	0.27749962	143	NC(=O)C1=CN([C@@H]2S[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)CC=C1	B			
520626	0.27735457	144	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)O[C@H]4C[C@H](Oc5ccncn5)C[C@@H]4COP(=O)(S)O[C@@H]2[C@@H]3OCC(F)(F)F)c(=O)[nH]1	A			
8433	0.27703908	145	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)([O-])O[C@@H]3[C@H](O)[C@@H](CO[P@](=O)([O-])O[C@H]2[C@H]1O)O[C@H]3n1cnc2c(=O)[nH]c(=[NH2+])[nH]c21	A			
13838	0.2769874	146	C[C@@H]1CCC(=O)[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])[C@@]12CC[C]([O-])O2	B			
517	0.2767831	147	NC(=O)c1csc([C@@H]2O[C@H](CO[P@@](=O)([O-])C[P@@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)n1	B			
521121	0.27635345	148	Nc1nc2c(ncn2C2OC3COP(=O)(O)OC4C(CNP(=O)(O)OC2C3CO)OC(n2cnc3c(N)ncnc32)C4F)c(=O)[nH]1	A			
13013	0.27552882	149	Nc1ncnc2c1ncn2[C@@H]1O[C@H]2CO[P@@](=O)([O-])O[C@@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(=[NH2+])[nH]c54)O[C@H]3CO[P@@](=O)([O-])O[C@@H]2[C@H]1O	A			
530	0.27513978	150	CC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	B			
521099	0.27513903	151	Cn1cnc2c(c(F)cn2[C@@H]2O[C@@H]3CO[P@@](=O)(S)O[C@H]4[C@@H](F)[C@H](n5cnc6c(N)ncnc65)O[C@@H]4COP(=O)(O)O[C@@H]2[C@@H]3O)c1=O	A			
521119	0.27455416	152	Nc1nc2c(ncn2C2OC3COP(=O)(O)NC4C(CO[P@](=O)(S)OC2C3CO)OC(n2cnc3c(N)ncnc32)C4F)c(=O)[nH]1	A			
520657	0.2744744	153	Nc1nc2c(ncn2[C@H]2O[C@@H]3COP(=O)(S)OCCn4nc(-c5ccncc5)nc4COP(=O)(S)O[C@@H]2[C@H]3F)c(=O)[nH]1	A			
14686	0.2744377	154	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO[P@@](=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO[P@@](=O)([O-])O[C@H]2[C@H]1O	B			
7845	0.27408224	155	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P+](=O)O[C@@H]2[C@H](O)[C@@H](CO[P@](=O)([O-])O[C@@H]3[C@H](O)[C@@H](COP(=O)([O-])[O-])O[C@H]3n3cnc4c(N)ncnc43)O[C@H]2n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O	B			
510030	0.27402258	156	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)OCCn4nc(-c5ccncc5)nc4COP(=O)(S)O[C@@H]2[C@@H]3F)c(=O)[nH]1	A			
521096	0.27401426	157	Cn1cnc2c(c(F)cn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]4[C@@H](F)[C@H](n5cnc6c(N)ncnc65)O[C@@H]4COP(=O)(O)O[C@@H]2[C@@H]3O)c1=O	A			
521126	0.27396682	158	Nc1nc2c(ncn2C2OC3CO[P@@](=O)(S)OC4C(CCP(=O)(O)OC2C3CO)OC(n2cnc3c(N)ncnc32)C4F)c(=O)[nH]1	A			
520628	0.27348852	159	Nc1nc2c(ncn2[C@@H]2O[C@@H]3CO[P@@](=O)(S)O[C@@H]4[C@@H](CO[P@@](=O)(S)O[C@@H]2[C@@H]3CO)C[C@@H](n2ccc3c(N)ncnc32)[C@@H]4O)c(=O)[nH]1	A			
2175	0.2733888	160	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@H](=O)O[C@@H]2[C@H](O)[C@@H](CO[P@](=O)([O-])O[C@@H]3[C@H](O)[C@@H](COP(=O)([O-])[O-])O[C@H]3n3cnc4c(N)ncnc43)O[C@H]2n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O	B			
520658	0.2733633	161	Nc1nc2c(ncn2[C@H]2O[C@@H]3COP(=O)(S)OCCn4nc(-c5cncs5)nc4COP(=O)(S)O[C@@H]2[C@@H]3F)c(=O)[nH]1	A			
520621	0.27318734	162	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)O[C@H]4C[C@H](Nc5ccncn5)C[C@@H]4COP(=O)(S)O[C@@H]2[C@@H]3O)c(=O)[nH]1	A			
520670	0.27301124	163	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CNS(=O)(=O)O[C@H]3[C@@H](F)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO[P@](=O)(S)O[C@H]2[C@H]1F	A			
510031	0.27283877	164	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)OCCn4nc(-c5ccncc5)nc4COP(=O)(S)O[C@@H]2[C@H]3F)c(=O)[nH]1	A			
520625	0.27269214	165	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)O[C@H]4C[C@H](Oc5ccncn5)C[C@@H]4COP(=O)(S)O[C@@H]2[C@@H]3O)c(=O)[nH]1	A			
2502	0.27216032	166	NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	B			
510021	0.2721012	167	Nc1nc2c(ncn2C2OC3COP(=O)(O)OC4C(COP(=O)(O)OC2C3CO)OC(n2cnc3c(N)ncnc32)C4F)c(=O)[nH]1	B			
320280	0.2719225	168	C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)NP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21	B			
3086	0.27187705	169	C[n+]1cn([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2[nH]c(=[NH2+])[nH]c(=O)c21	B			
521101	0.27184346	170	Cn1cnc2c(c(F)cn2[C@@H]2O[C@@H]3CO[P@](=O)(S)O[C@H]4[C@@H](F)[C@H](n5cnc6c(N)ncnc65)O[C@@H]4COP(=O)(O)O[C@@H]2[C@@H]3O)c1=O	A			
460992	0.2712954	171	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@H](O)[C@@H](COP(=O)(O)O[C@@H]3[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]3n3cnc4c(N)ncnc43)O[C@H]2n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O	B			
1536	0.27112544	172	Cc1cn([C@H]2C[C@H](O[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3OP(=O)([O-])[O-])[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O	B			
7278	0.2707051	173	NC(=O)C1=CN([C@H]2O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	B			
461182	0.27070418	174	Cc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)O[C@@H]4[C@H](O)[C@@H](COP(=O)(O)O[C@@H]5[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]5n5cnc6c(N)ncnc65)O[C@H]4n4cnc5c(N)ncnc54)[C@@H](O)[C@H]3O)c2n1	B			
520616	0.27036276	175	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)OCCn4nc(-c5cncs5)nc4COP(=O)(S)O[C@@H]2[C@H]3F)c(=O)[nH]1	A			
8648	0.270106	176	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)([O-])O[C@@H]3[C@H](O)[C@@H](CO[P@@](=O)([O-])O[C@H]2[C@H]1O)O[C@H]3n1cnc2c(=O)[nH]c(=[NH2+])[nH]c21	A			
520618	0.27001604	177	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)O[C@@H]4[C@@H](COP(=O)(S)O[C@@H]2[C@@H]3O)C[C@@H](Nc2ccncn2)[C@H]4F)c(=O)[nH]1	A			
6232	0.26966235	178	C[n+]1cn([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P@@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(=[NH2+])[nH]c54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2[nH]c(=[NH2+])[nH]c(=O)c21	B			
521127	0.2688716	179	Nc1nc2c(ncn2C2OC3CO[P@](=O)(S)NC4C(CO[P@](=O)(S)OC2C3CO)OC(n2cnc3c(N)ncnc32)C4F)c(=O)[nH]1	A			
460991	0.2682966	180	Nc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)O[C@@H]2[C@H](O)[C@@H](COP(=O)(O)O[C@@H]3[C@H](O)[C@@H](OP(=O)(O)O)O[C@H]3n3cnc4c(N)ncnc43)O[C@H]2n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O	B			
10096	0.2679594	181	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO[P@](=O)([O-])O[C@H]2[C@H]1O	A			
320284	0.26787397	182	C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21	B			
9720	0.2678663	183	[NH2+]=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO[P@](=O)([O-])O[C@H]4[C@@H](O)[C@H](n5ccc(=O)[nH]c5=O)O[C@@H]4COP(=O)([O-])[O-])[C@H]4O[P@@](=O)([O-])O[C@H]43)c2[nH]1	B			
3923	0.26733688	184	NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	B			
520622	0.26726004	185	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)O[C@H]4C[C@H](Nc5ncncn5)C[C@@H]4COP(=O)(S)O[C@@H]2[C@@H]3O)c(=O)[nH]1	A			
521051	0.26713896	186	CC1(O)C2OP(=O)(O)OCC3OC(n4cnc5c(=O)[nH]c(N)nc54)C(OP(=O)(O)OCC2OC1n1cnc2c(N)ncnc21)C3O	A			
521100	0.26707706	187	Cn1cnc2c(c(F)cn2[C@@H]2O[C@@H]3CO[P@@](=O)(S)O[C@H]4[C@@H](O)[C@H](n5cnc6c(N)ncnc65)O[C@@H]4COP(=O)(O)O[C@@H]2[C@@H]3O)c1=O	A			
12329	0.26695302	188	C[n+]1cn([C@@H]2O[C@H](CS[P@@](=O)([O-])O[P@](=O)([S-])O[P@@](=O)([O-])SC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21	B			
460990	0.2669283	189	Nc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)O[C@@H]2[C@H](O)[C@@H](COP(=O)(O)O[C@@H]3[C@H](O)[C@@H](OP(=O)(O)O)O[C@@H]3n3cnc4c(N)ncnc43)O[C@@H]2n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O	B			
520624	0.2663439	190	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)O[C@H]4C[C@H](Oc5ccncn5)C[C@@H]4COP(=O)(S)O[C@@H]2[C@@H]3F)c(=O)[nH]1	A			
521117	0.26619533	191	Nc1nc(N)c2ncn([C@@H]3O[C@@H]4COP(=O)(O)O[C@H]5[C@@H](F)[C@H](n6cnc7c(N)ncnc76)O[C@@H]5CNS(=O)(=O)O[C@H]4[C@H]3F)c2n1	A			
510012	0.26601684	192	C[C@H]1Cn2c(nc3cncnc32)COP(=O)(S)O[C@@H]2[C@H](F)[C@@H](COP(=O)(S)O1)O[C@H]2n1cnc2c(=O)[nH]c(N)nc21	A			
521118	0.26594126	193	Nc1nc2c(ccn2[C@@H]2O[C@@H]3COP(=O)(S)O[C@H]4C[C@H](Oc5ccncn5)C[C@@H]4COP(=O)(S)O[C@@H]2[C@@H]3O)c(=O)[nH]1	A			
3802	0.2658641	194	Cc1cc2c(cc1C)N(C(=O)CCc1ccccc1)c1c([nH]c(=O)[nH]c1=O)N2C[C@H](O)[C@H](O)[C@H](O)CO[P@](=O)([O-])O[P@@](=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	B			
521089	0.26570708	195	C[C@H]1Cn2c(nc3cncnc32)COP(=O)(S)O[C@@H]2[C@H](F)[C@@H](COP(=O)(S)O1)O[C@@H]2n1cnc2c(=O)[nH]c(N)nc21	A			
520669	0.2656717	196	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CNS(=O)(=O)O[C@H]3[C@@H](F)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO[P@@](=O)(S)O[C@H]2[C@H]1F	A			
182994	0.26520288	197	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)CCC1	B			
510042	0.26508716	198	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(S)OCCn3c(nc4cncnc43)COP(=O)(S)O[C@@H]1[C@@H]2O	A			
320279	0.2647771	199	C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)NP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21	B			
9536	0.26468453	200	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO[P@](=O)([O-])O[C@H]2[C@H]1O	B			
521102	0.264586	201	Cn1cnc2c(c(F)cn2[C@@H]2O[C@@H]3CO[P@](=O)(S)O[C@H]4[C@@H](O)[C@H](n5cnc6c(N)ncnc65)O[C@@H]4COP(=O)(O)O[C@@H]2[C@@H]3O)c1=O	A			
986	0.26450324	202	Cn1c[n+]([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21	B			
521125	0.26441023	203	Nc1nc2c(ncn2C2OC3CO[P@@](=O)(S)NC4C(CO[P@@](=O)(S)OC2C3CO)OC(n2cnc3c(N)ncnc32)C4F)c(=O)[nH]1	A			
10888	0.26428756	204	CCOc1ccc(Br)c2c1[B@-]1(O[C@@H]3[C@H](O1)[C@@H](COP(=O)([O-])[O-])O[C@H]3n1cnc3c(N)ncnc31)O[C@@H]2C[NH3+]	B			
182993	0.2641079	205	NC(=O)C1=CN([C@@H]2OC(COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)CCC1	B			
520623	0.2639473	206	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(S)O[C@H]4C[C@H](Oc5ccncn5)C[C@@H]4COP(=O)(S)O[C@@H]2C3)c(=O)[nH]1	A			
520672	0.26349553	207	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CNS(=O)(=O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO[P@](=O)(S)O[C@H]2[C@H]1O	A			
510049	0.26300672	208	O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H]2COP(=O)(S)OCCn3c(nc4cncnc43)COP(=O)(S)O[C@@H]1[C@@H]2F	A			
520763	0.2626711	209	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(S)OCCn3c(nc4cncnc43)COP(=O)(S)O[C@@H]1[C@@H]2F	A			
460993	0.26251104	210	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@H](O)[C@@H](COP(=O)(O)O[C@@H]3[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]3n3cnc4c(N)ncnc43)O[C@H]2n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O	B			
510050	0.26202455	211	O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H]2COP(=O)(S)OCCn3c(nc4cncnc43)COP(=O)(S)O[C@@H]1[C@H]2F	A			
