drug_idx	cosine	rank	drug_smiles	leakage_class	drug_name	tag	panel_leakage_class
39757	0.26231247	258	CC(C)c1nn(Cc2nnc(-c3cnccc3Cl)o2)c(=O)c2cc3sc(Cl)cc3n12	A			
39432	0.2622848	259	CNc1nc2nn(-c3ccccc3C)cc2c(=O)[nH]1	A			
87326	0.26201013	260	CC(=O)OCCc1sc(S(=O)(=O)NC(=O)Nc2cc(C(F)(F)F)cc(C)n2)cc1C	B			
20187	0.2619955	261	CCCNS(=O)(=O)c1ccc2c(c1)CC(N(Cc1cc(Cl)ccc1OCCOC)C(=O)c1ccc(N3CCNCC3)cc1)C2	B			
190886	0.26154855	262	CC(C)(O)c1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1	B			
19917	0.26119325	263	C#CCNS(=O)(=O)c1ccc(CCN(Cc2cc(Cl)ccc2OCCC)C(=O)c2csc3ccccc23)cc1	B			
476244	0.2611931	264	CN(CCC1CCOCC1)c1nc2c(c(NC3CCOCC3)n1)[S@+]([O-])CC2	B			
39548	0.26053306	265	Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCC(C#N)C2)co1	A			
271821	0.2604614	266	C/C1=C\CC[C@@]2(C)O[C@@H]2C(=O)[C@@H]2CC[C@@H](C)[C@](C)(CC1)[C@H]2C=O	B			
20155	0.260421	267	CCCCc1oc2ccc(NS(=O)(=O)NC(C)C)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1	B			
19931	0.260146	268	C/C1=C\CC[C@]2(C)O[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)[C@@H]2CC1	A			
39560	0.25962865	269	Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCOCC2)co1	A			
17668	0.2593172	270	CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)N(CC1CCCO1)CC1CCCO1	B			
19927	0.25911474	271	C#CCNS(=O)(=O)c1ccc(CCN(Cc2ccsc2)Cc2cc(Cl)ccc2OCCC)cc1	B			
190895	0.25907493	272	Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1	B			
476241	0.2590723	273	CN(CCC1CCOCC1)c1nc2c(c(NC3(C)CCC3)n1)[S@+]([O-])CC2	B			
190891	0.2589655	274	COc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1	B			
20242	0.25895214	275	Cc1cc(/C=C/C(=O)c2ccc(-c3ccccc3)cc2)cc(C)c1O	B			
87332	0.2588631	276	COCCc1sc(S(=O)(=O)NC(=O)Nc2cc(C(F)(F)F)c(F)c(N)n2)cc1C	B			
39744	0.25872377	277	CC(C)c1nn(CC(=O)Nc2ncccn2)c(=O)cc1-c1cc(F)cc(F)c1	A			
190896	0.25829118	278	Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1F	B			
39444	0.25826794	279	COCC(C)(C)n1cc(C)c(Nc2nc(C(=O)NS(=O)(=O)N3CCCOCC3)co2)n1	A			
39580	0.25821483	280	Cc1ccccc1-n1cc2c(=O)[nH]c(N(C)C)nc2n1	A			
190892	0.25787026	281	COc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1	B			
251734	0.25765377	282	COc1c(C)cnc(C[S+]([O-])c2nc3cc(O)ccc3[nH]2)c1C	B			
39731	0.25736436	283	CC(C)c1cc(Nc2nc(C(=O)NS(=O)(=O)N3CCCOCC3)co2)n(C(C)C)n1	A			
39546	0.25728267	284	Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)Cc2cnccn2)co1	A			
292391	0.25691122	285	Cc1ccc(C(C)(C)C)cc1S(=O)(=O)Nc1nc2ccccc2nc1Cl	B			
20244	0.25689808	286	Cc1cc(/C=C/C(=O)c2ccc(Cl)cc2)cc(C)c1O	B			
39476	0.25685123	287	Cc1c2c(=O)[nH]c(N3CCCC3)nc2nn1-c1ccc(C(F)(F)F)cc1Cl	A			
126122	0.25662607	288	CCOC(=O)c1c(N2C(=O)Nc3cc(Cl)c(Cl)cc3N2O)sc2c1CCCCC2	B			
39834	0.25661618	289	O=c1[nH]c(N2CCCC2)nc2nn(-c3ccccc3)cc12	A			
39771	0.25656366	290	CCCCC1(C#N)CCCN(S(=O)(=O)NC(=O)c2coc(Nc3cc(C(F)(F)F)ccc3C)n2)CC1	A			
20189	0.25649068	291	CCCNS(=O)(=O)c1ccc2c(c1)CC(N(Cc1cc(Cl)ccc1OCCOC)C(=O)c1ccc3ccccc3c1)C2	B			
299321	0.2561925	292	C/C1=C\CC[C@@H]2O[C@H]2C(=O)C2=CC[C@@H](C)[C@@](C)(C[C@@H]1O)[C@@H]2C	B			
107522	0.25530684	293	COC(=O)c1c(NC(=O)C(=O)N2CCCCC2)sc2c1CC(C)(C)OC2	B			
20159	0.25523114	294	CCCCc1oc2ccc(NS(=O)(=O)c3ccccc3)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1	B			
20185	0.25516903	295	CCCNS(=O)(=O)c1ccc2c(c1)CC(N(Cc1cc(Cl)ccc1OCCOC)C(=O)c1cc3ccccc3s1)C2	B			
39710	0.2551349	296	CC(C)c1c(F)c(C#N)cc(C2CC2)c1NC(=O)N=S(N)(=O)c1cnc(C(C)(C)O)s1	A			
122521	0.25491717	297	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1	B			
