NLRP3	MCC950	20138
NLRP3	Tranilast	304893
NLRP3	Glyburide	11409
NLRP3	Loratadine	61696
NLRP3	Amoxicillin	219139
NLRP3	Levothyroxine	42220
NLRP3	Warfarin	54520
STING1	Loratadine	61696
STING1	Amoxicillin	219139
STING1	Levothyroxine	42220
STING1	Warfarin	54520
CD73	AB680	511365
CD73	LY3475070	273007
CD73	AOPCP	265390
CD73	Dipyridamole	34932
CD73	AMP	120108
CD73	Adenosine	163
CD73	Loratadine	61696
CD73	Amoxicillin	219139
CD73	Levothyroxine	42220
CD73	Warfarin	54520
